	end	fragment lengths	included transcripts	inclusion normalized reads	normed reads	position	reads	sample
143	5p	25,26,27,28,29,30,31,32	10566.0	0.999682958753108	10562.650142185339	43	4909.0	oligo_depletion
144	5p	25,26,27,28,29,30,31,32	10566.0	0.7483595562812904	7907.167071668114	44	3624.0	oligo_depletion
145	5p	25,26,27,28,29,30,31,32	10566.0	1.6168903336129494	17084.063264954424	45	9100.0	oligo_depletion
146	5p	25,26,27,28,29,30,31,32	10566.0	1.024798333141883	10828.019187977137	46	5482.0	oligo_depletion
147	5p	25,26,27,28,29,30,31,32	10566.0	0.8189763160914052	8653.303755821787	47	3877.0	oligo_depletion
148	5p	25,26,27,28,29,30,31,32	10566.0	1.601800713283082	16924.626336549045	48	9537.0	oligo_depletion
149	5p	25,26,27,28,29,30,31,32	10566.0	0.9583801595669721	10126.244765984628	49	5342.0	oligo_depletion
150	5p	25,26,27,28,29,30,31,32	10566.0	0.8646955264005557	9136.372931948272	50	4016.0	oligo_depletion
151	5p	25,26,27,28,29,30,31,32	10566.0	1.633916086126874	17263.95736601655	51	8782.0	oligo_depletion
152	5p	25,26,27,28,29,30,31,32	10566.0	1.0742305917300443	11350.320432219649	52	4739.0	oligo_depletion
153	5p	25,26,27,28,29,30,31,32	10566.0	0.8680087104039548	9171.380034128186	53	3623.0	oligo_depletion
154	5p	25,26,27,28,29,30,31,32	10566.0	1.5993039211517497	16898.245230889388	54	8538.0	oligo_depletion
155	5p	25,26,27,28,29,30,31,32	10566.0	0.9597707904375272	10140.938171762913	55	5134.0	oligo_depletion
156	5p	25,26,27,28,29,30,31,32	10566.0	0.8502956076397603	8984.223390321707	56	4265.0	oligo_depletion
157	5p	25,26,27,28,29,30,31,32	10566.0	1.4702816531541067	15534.995947226293	57	8417.0	oligo_depletion
158	5p	25,26,27,28,29,30,31,32	10566.0	1.0459140788796475	11051.128157442356	58	4744.0	oligo_depletion
159	5p	25,26,27,28,29,30,31,32	10566.0	0.8279997869428364	8748.64574883801	59	4143.0	oligo_depletion
160	5p	25,26,27,28,29,30,31,32	10566.0	1.7093006318645763	18060.470476281112	60	8386.0	oligo_depletion
161	5p	25,26,27,28,29,30,31,32	10566.0	0.9513201096517983	10051.6482785809	61	4530.0	oligo_depletion
162	5p	25,26,27,28,29,30,31,32	10566.0	0.7750595427146083	8189.2791283225515	62	3904.0	oligo_depletion
163	5p	25,26,27,28,29,30,31,32	10566.0	1.511707496482768	15972.701407836927	63	7861.0	oligo_depletion
164	5p	25,26,27,28,29,30,31,32	10566.0	1.0306030815805327	10889.352159979908	64	4733.0	oligo_depletion
165	5p	25,26,27,28,29,30,31,32	10566.0	0.7920884215658784	8369.206262265072	65	4078.0	oligo_depletion
166	5p	25,26,27,28,29,30,31,32	10566.0	1.5780933129058412	16674.133944163117	66	8146.0	oligo_depletion
167	5p	25,26,27,28,29,30,31,32	10566.0	1.0194105799575943	10771.092187831942	67	4891.0	oligo_depletion
168	5p	25,26,27,28,29,30,31,32	10566.0	0.8610229964294907	9097.568980273998	68	4149.0	oligo_depletion
169	5p	25,26,27,28,29,30,31,32	10566.0	1.4494563297237142	15314.955579860763	69	8194.0	oligo_depletion
170	5p	25,26,27,28,29,30,31,32	10566.0	1.0647889532131825	11250.560079650486	70	5391.0	oligo_depletion
171	5p	25,26,27,28,29,30,31,32	10566.0	0.871469760761678	9207.94949220789	71	4504.0	oligo_depletion
172	5p	25,26,27,28,29,30,31,32	10566.0	1.4710026234622742	15542.61371950239	72	8743.0	oligo_depletion
173	5p	25,26,27,28,29,30,31,32	10566.0	1.0362516250257745	10949.034670022333	73	5332.0	oligo_depletion
174	5p	25,26,27,28,29,30,31,32	10566.0	0.952087011053387	10059.751358790087	74	4296.0	oligo_depletion
175	5p	25,26,27,28,29,30,31,32	10566.0	1.5393708105801132	16264.991984589476	75	8289.0	oligo_depletion
176	5p	25,26,27,28,29,30,31,32	10566.0	1.075775824190736	11366.647358399317	76	5149.0	oligo_depletion
177	5p	25,26,27,28,29,30,31,32	10566.0	0.8636727339774063	9125.566107205275	77	4689.0	oligo_depletion
178	5p	25,26,27,28,29,30,31,32	10566.0	1.471999188982143	15553.143430785325	78	8931.0	oligo_depletion
179	5p	25,26,27,28,29,30,31,32	10566.0	0.88489172726265	9349.76599025716	79	5028.0	oligo_depletion
180	5p	25,26,27,28,29,30,31,32	10566.0	0.844417554459267	8922.115880416615	80	4280.0	oligo_depletion
181	5p	25,26,27,28,29,30,31,32	10566.0	1.4934565228000005	15779.861619904805	81	9208.0	oligo_depletion
182	5p	25,26,27,28,29,30,31,32	10566.0	0.9470917921357149	10006.971875705964	82	6383.0	oligo_depletion
183	5p	25,26,27,28,29,30,31,32	10566.0	0.8698563632110569	9190.902333688027	83	4819.0	oligo_depletion
184	5p	25,26,27,28,29,30,31,32	10566.0	1.4709589055326355	15542.151795857828	84	8751.0	oligo_depletion
185	5p	25,26,27,28,29,30,31,32	10566.0	1.0215028024167925	10793.19861033583	85	5717.0	oligo_depletion
186	5p	25,26,27,28,29,30,31,32	10566.0	0.8534341986707834	9017.385743155497	86	4432.0	oligo_depletion
187	5p	25,26,27,28,29,30,31,32	10566.0	1.4271118213144482	15078.86350400846	87	7678.0	oligo_depletion
188	5p	25,26,27,28,29,30,31,32	10566.0	0.9829417339239134	10385.762360640068	88	4595.0	oligo_depletion
189	5p	25,26,27,28,29,30,31,32	10566.0	0.8098536754006347	8556.913934283106	89	4147.0	oligo_depletion
190	5p	25,26,27,28,29,30,31,32	10566.0	1.618833528350659	17104.595060553063	90	8170.0	oligo_depletion
191	5p	25,26,27,28,29,30,31,32	10566.0	0.9861579784860935	10419.745200684065	91	5341.0	oligo_depletion
192	5p	25,26,27,28,29,30,31,32	10566.0	0.8311183963531695	8781.59697586759	92	4426.0	oligo_depletion
193	5p	25,26,27,28,29,30,31,32	10566.0	1.4852570023694305	15693.225487035403	93	8573.0	oligo_depletion
194	5p	25,26,27,28,29,30,31,32	10566.0	0.9439935961702695	9974.236337135068	94	5484.0	oligo_depletion
195	5p	25,26,27,28,29,30,31,32	10566.0	0.8460020745340522	8938.857919526796	95	4376.0	oligo_depletion
196	5p	25,26,27,28,29,30,31,32	10566.0	1.5480789173321334	16357.001840531322	96	8011.0	oligo_depletion
197	5p	25,26,27,28,29,30,31,32	10566.0	1.0034776261114027	10602.744597493082	97	4751.0	oligo_depletion
198	5p	25,26,27,28,29,30,31,32	10566.0	0.8297624366329683	8767.269905463943	98	4400.0	oligo_depletion
199	5p	25,26,27,28,29,30,31,32	10566.0	1.6735056197968523	17682.260378773542	99	8514.0	oligo_depletion
200	5p	25,26,27,28,29,30,31,32	10566.0	0.961805080021501	10162.43247550718	100	5181.0	oligo_depletion
201	5p	25,26,27,28,29,30,31,32	10566.0	0.8230912946438491	8696.78261920691	101	4323.0	oligo_depletion
202	5p	25,26,27,28,29,30,31,32	10566.0	1.5056247329251327	15908.430928086951	102	8455.0	oligo_depletion
203	5p	25,26,27,28,29,30,31,32	10566.0	1.1235513051930288	11871.443090669543	103	5082.0	oligo_depletion
204	5p	25,26,27,28,29,30,31,32	10566.0	0.8537945207619773	9021.192906371052	104	4316.0	oligo_depletion
205	5p	25,26,27,28,29,30,31,32	10566.0	1.580834830208453	16703.100815982514	105	8930.0	oligo_depletion
206	5p	25,26,27,28,29,30,31,32	10566.0	0.9566948705460917	10108.438002190005	106	5377.0	oligo_depletion
207	5p	25,26,27,28,29,30,31,32	10566.0	0.7735407742436967	8173.2318206589	107	4304.0	oligo_depletion
208	5p	25,26,27,28,29,30,31,32	10566.0	1.509169479153582	15945.884716736748	108	8779.0	oligo_depletion
209	5p	25,26,27,28,29,30,31,32	10566.0	1.0346265740837282	10931.864381768672	109	5336.0	oligo_depletion
210	5p	25,26,27,28,29,30,31,32	10566.0	0.8698732028946747	9191.080261785133	110	4428.0	oligo_depletion
211	5p	25,26,27,28,29,30,31,32	10566.0	1.5210896881263076	16071.833644742566	111	8440.0	oligo_depletion
212	5p	25,26,27,28,29,30,31,32	10566.0	0.9330509593101102	9858.616436070624	112	5125.0	oligo_depletion
213	5p	25,26,27,28,29,30,31,32	10566.0	0.8668551490143755	9159.191504485892	113	4314.0	oligo_depletion
214	5p	25,26,27,28,29,30,31,32	10566.0	1.5646239211360682	16531.816350723697	114	8704.0	oligo_depletion
215	5p	25,26,27,28,29,30,31,32	10566.0	1.019106655379435	10767.880920739111	115	5095.0	oligo_depletion
216	5p	25,26,27,28,29,30,31,32	10566.0	0.8883677860538575	9386.494027445058	116	4559.0	oligo_depletion
217	5p	25,26,27,28,29,30,31,32	10566.0	1.5656176395922474	16542.315979931685	117	9285.0	oligo_depletion
218	5p	25,26,27,28,29,30,31,32	10566.0	0.9460405821735742	9995.864791245986	118	5214.0	oligo_depletion
219	5p	25,26,27,28,29,30,31,32	10566.0	0.8357460536662293	8830.49280303738	119	4451.0	oligo_depletion
220	5p	25,26,27,28,29,30,31,32	10566.0	1.6501249101610471	17435.219800761624	120	8657.0	oligo_depletion
221	5p	25,26,27,28,29,30,31,32	10566.0	0.9111669529009438	9627.390024351373	121	5132.0	oligo_depletion
222	5p	25,26,27,28,29,30,31,32	10566.0	0.8237832484328874	8704.093802941888	122	4558.0	oligo_depletion
223	5p	25,26,27,28,29,30,31,32	10566.0	1.743051419352527	18417.0812968788	123	8616.0	oligo_depletion
224	5p	25,26,27,28,29,30,31,32	10566.0	1.0918763461419558	11536.765473335905	124	5886.0	oligo_depletion
225	5p	25,26,27,28,29,30,31,32	10566.0	0.8074995678877062	8532.040434301503	125	4706.0	oligo_depletion
226	5p	25,26,27,28,29,30,31,32	10566.0	1.445520232890177	15273.36678071761	126	8145.0	oligo_depletion
227	5p	25,26,27,28,29,30,31,32	10566.0	0.9555851517874294	10096.712713785979	127	5123.0	oligo_depletion
228	5p	25,26,27,28,29,30,31,32	10566.0	0.942459098211204	9958.022831699582	128	4455.0	oligo_depletion
229	5p	25,26,27,28,29,30,31,32	10566.0	1.5171193121059643	16029.88265171162	129	8536.0	oligo_depletion
230	5p	25,26,27,28,29,30,31,32	10566.0	0.8656535127265254	9146.495015468467	130	5059.0	oligo_depletion
231	5p	25,26,27,28,29,30,31,32	10566.0	0.7870546072255742	8316.018979945417	131	4503.0	oligo_depletion
232	5p	25,26,27,28,29,30,31,32	10566.0	1.5310207830578673	16176.765593789425	132	8259.0	oligo_depletion
233	5p	25,26,27,28,29,30,31,32	10566.0	1.0089440934493275	10660.503291385594	133	5862.0	oligo_depletion
234	5p	25,26,27,28,29,30,31,32	10566.0	0.835575519500033	8828.690939037348	134	4573.0	oligo_depletion
235	5p	25,26,27,28,29,30,31,32	10566.0	1.5926334357091017	16827.76488170237	135	7637.0	oligo_depletion
236	5p	25,26,27,28,29,30,31,32	10566.0	1.0153822641850854	10728.529003379612	136	4538.0	oligo_depletion
237	5p	25,26,27,28,29,30,31,32	10566.0	0.8624411544434393	9112.553237849379	137	3994.0	oligo_depletion
238	5p	25,26,27,28,29,30,31,32	10566.0	1.4786702097529425	15623.62943624959	138	8129.0	oligo_depletion
239	5p	25,26,27,28,29,30,31,32	10566.0	0.8887371507206349	9390.396734514228	139	4924.0	oligo_depletion
240	5p	25,26,27,28,29,30,31,32	10566.0	0.8210296383493584	8674.99915879932	140	4237.0	oligo_depletion
241	5p	25,26,27,28,29,30,31,32	10566.0	1.535088962283615	16219.749975488676	141	9065.0	oligo_depletion
242	5p	25,26,27,28,29,30,31,32	10566.0	1.020795584315089	10785.726143873231	142	5611.0	oligo_depletion
243	5p	25,26,27,28,29,30,31,32	10566.0	0.9040513462824327	9552.206524820183	143	4699.0	oligo_depletion
244	5p	25,26,27,28,29,30,31,32	10566.0	1.4011221088687649	14804.25620230737	144	8453.0	oligo_depletion
245	5p	25,26,27,28,29,30,31,32	10566.0	0.9481533250654823	10018.188032641887	145	5236.0	oligo_depletion
246	5p	25,26,27,28,29,30,31,32	10566.0	0.8611541035558476	9098.954258171087	146	4384.0	oligo_depletion
247	5p	25,26,27,28,29,30,31,32	10566.0	1.4764006942058054	15599.64973497854	147	8190.0	oligo_depletion
248	5p	25,26,27,28,29,30,31,32	10566.0	0.9898535352594647	10458.792453551505	148	5425.0	oligo_depletion
249	5p	25,26,27,28,29,30,31,32	10566.0	0.7916841013249395	8364.93421459931	149	4446.0	oligo_depletion
250	5p	25,26,27,28,29,30,31,32	10566.0	1.4927698232634394	15772.605952601501	150	8102.0	oligo_depletion
251	5p	25,26,27,28,29,30,31,32	10566.0	0.9229164248790201	9751.534945271727	151	4879.0	oligo_depletion
252	5p	25,26,27,28,29,30,31,32	10566.0	0.8257136463888186	8724.490387744258	152	4282.0	oligo_depletion
253	5p	25,26,27,28,29,30,31,32	10566.0	1.5220711285848634	16082.203544627666	153	8233.0	oligo_depletion
254	5p	25,26,27,28,29,30,31,32	10566.0	0.9402828307726327	9935.028389943638	154	5569.0	oligo_depletion
255	5p	25,26,27,28,29,30,31,32	10566.0	0.8306023189770809	8776.144102311837	155	4881.0	oligo_depletion
256	5p	25,26,27,28,29,30,31,32	10566.0	1.4534033420897274	15356.65971252006	156	9316.0	oligo_depletion
257	5p	25,26,27,28,29,30,31,32	10566.0	0.9636966008436968	10182.4182845145	157	5335.0	oligo_depletion
258	5p	25,26,27,28,29,30,31,32	10566.0	0.8523038620407087	9005.442606322129	158	4755.0	oligo_depletion
259	5p	25,26,27,28,29,30,31,32	10566.0	1.5533785524299382	16412.997784974727	159	9029.0	oligo_depletion
260	5p	25,26,27,28,29,30,31,32	10566.0	1.0954995844461826	11575.048609258365	160	5516.0	oligo_depletion
261	5p	25,26,27,28,29,30,31,32	10566.0	0.917219188582489	9691.337946562579	161	4428.0	oligo_depletion
262	5p	25,26,27,28,29,30,31,32	10566.0	1.4831700693418217	15671.174952665688	162	8681.0	oligo_depletion
263	5p	25,26,27,28,29,30,31,32	10566.0	0.9829118724444662	10385.44684424823	163	5158.0	oligo_depletion
264	5p	25,26,27,28,29,30,31,32	10566.0	0.8528643187057924	9011.364391445402	164	4811.0	oligo_depletion
265	5p	25,26,27,28,29,30,31,32	10566.0	1.570362011193609	16592.445010271673	165	9374.0	oligo_depletion
266	5p	25,26,27,28,29,30,31,32	10566.0	0.948122166981686	10017.858816328495	166	5521.0	oligo_depletion
267	5p	25,26,27,28,29,30,31,32	10566.0	0.8489183993066021	8969.671807073557	167	4579.0	oligo_depletion
268	5p	25,26,27,28,29,30,31,32	10566.0	1.4689364037340986	15520.782041854485	168	8250.0	oligo_depletion
269	5p	25,26,27,28,29,30,31,32	10566.0	1.0983987996554974	11605.681717159985	169	5249.0	oligo_depletion
270	5p	25,26,27,28,29,30,31,32	10566.0	0.8144028988788673	8604.981029554112	170	4473.0	oligo_depletion
271	5p	25,26,27,28,29,30,31,32	10566.0	1.4978073886526955	15825.83286850438	171	7951.0	oligo_depletion
272	5p	25,26,27,28,29,30,31,32	10566.0	1.0016802813603145	10583.753852853082	172	5113.0	oligo_depletion
273	5p	25,26,27,28,29,30,31,32	10566.0	1.0651374834277045	11254.242649897125	173	4411.0	oligo_depletion
274	5p	25,26,27,28,29,30,31,32	10566.0	1.5584949227395535	16467.05735366612	174	7840.0	oligo_depletion
275	5p	25,26,27,28,29,30,31,32	10566.0	0.9979549936885079	10544.392463312775	175	5003.0	oligo_depletion
276	5p	25,26,27,28,29,30,31,32	10566.0	0.8828462947828892	9328.153950676007	176	4215.0	oligo_depletion
277	5p	25,26,27,28,29,30,31,32	10566.0	1.5262436493406726	16126.290398933546	177	7989.0	oligo_depletion
278	5p	25,26,27,28,29,30,31,32	10566.0	0.9956145609081337	10519.663450555341	178	5215.0	oligo_depletion
279	5p	25,26,27,28,29,30,31,32	10566.0	0.7730295872555284	8167.830618941914	179	4492.0	oligo_depletion
280	5p	25,26,27,28,29,30,31,32	10566.0	1.52933447805974	16158.948095179214	180	7892.0	oligo_depletion
281	5p	25,26,27,28,29,30,31,32	10566.0	1.000328690253962	10569.472941223363	181	4742.0	oligo_depletion
282	5p	25,26,27,28,29,30,31,32	10566.0	0.8268440886662022	8736.434640847092	182	4252.0	oligo_depletion
283	5p	25,26,27,28,29,30,31,32	10566.0	1.3805525514614727	14586.91825874192	183	7981.0	oligo_depletion
284	5p	25,26,27,28,29,30,31,32	10566.0	1.001631896460778	10583.24261800458	184	5110.0	oligo_depletion
285	5p	25,26,27,28,29,30,31,32	10566.0	0.8606987989138909	9094.14350932417	185	4313.0	oligo_depletion
286	5p	25,26,27,28,29,30,31,32	10566.0	1.345147571285035	14212.829238197679	186	7670.0	oligo_depletion
287	5p	25,26,27,28,29,30,31,32	10566.0	0.9610699477330459	10154.665067747363	187	4824.0	oligo_depletion
288	5p	25,26,27,28,29,30,31,32	10566.0	0.8796670591546353	9294.562147027877	188	4192.0	oligo_depletion
289	5p	25,26,27,28,29,30,31,32	10566.0	1.4719645150137548	15552.777065635333	189	9138.0	oligo_depletion
290	5p	25,26,27,28,29,30,31,32	10566.0	0.8911197846911532	9415.571645046724	190	5314.0	oligo_depletion
291	5p	25,26,27,28,29,30,31,32	10566.0	0.7776946246771608	8217.12140433888	191	4462.0	oligo_depletion
292	5p	25,26,27,28,29,30,31,32	10566.0	1.5507885214210986	16385.63151733533	192	8887.0	oligo_depletion
293	5p	25,26,27,28,29,30,31,32	10566.0	0.9164326710750796	9683.027602579292	193	5707.0	oligo_depletion
294	5p	25,26,27,28,29,30,31,32	10566.0	0.8540203178638983	9023.57867854995	194	4824.0	oligo_depletion
295	5p	25,26,27,28,29,30,31,32	10566.0	1.4235146676659831	15040.855978558777	195	8470.0	oligo_depletion
296	5p	25,26,27,28,29,30,31,32	10566.0	1.0020159018725536	10587.300019185403	196	5414.0	oligo_depletion
297	5p	25,26,27,28,29,30,31,32	10566.0	0.8644379983332386	9133.651890389	197	4568.0	oligo_depletion
298	5p	25,26,27,28,29,30,31,32	10566.0	1.3939650040738607	14728.634233044413	198	7864.0	oligo_depletion
299	5p	25,26,27,28,29,30,31,32	10566.0	0.9233746671254596	9756.376732847606	199	4830.0	oligo_depletion
300	5p	25,26,27,28,29,30,31,32	10566.0	0.8308321724816403	8778.572734441012	200	4348.0	oligo_depletion
0	3p	25,26,27,28,29,30,31,32	8313.5	0.8186592246895136	6805.923464456271	-100	981.0	oligo_depletion
1	3p	25,26,27,28,29,30,31,32	8339.5	0.677409868346257	5649.259597073611	-99	1037.0	oligo_depletion
2	3p	25,26,27,28,29,30,31,32	8367.125	0.7282482166654319	6093.343859866753	-98	984.0	oligo_depletion
3	3p	25,26,27,28,29,30,31,32	8395.0	0.7653971951850119	6425.509453578175	-97	1125.0	oligo_depletion
4	3p	25,26,27,28,29,30,31,32	8425.0	0.6546149114152224	5515.130628673249	-96	1169.0	oligo_depletion
5	3p	25,26,27,28,29,30,31,32	8455.25	0.8674029705931556	7334.108967107779	-95	1238.0	oligo_depletion
6	3p	25,26,27,28,29,30,31,32	8487.625	0.7936690146669632	6736.3649706126835	-94	1135.0	oligo_depletion
7	3p	25,26,27,28,29,30,31,32	8522.0	0.7070718354091429	6025.666181356715	-93	1081.0	oligo_depletion
8	3p	25,26,27,28,29,30,31,32	8555.5	0.814100512211214	6965.036932223042	-92	1059.0	oligo_depletion
9	3p	25,26,27,28,29,30,31,32	8587.375	0.7318736662663401	6284.873624853913	-91	1006.0	oligo_depletion
10	3p	25,26,27,28,29,30,31,32	8621.5	0.7278526713449014	6275.181806000067	-90	1128.0	oligo_depletion
11	3p	25,26,27,28,29,30,31,32	8655.625	0.7748015271218914	6706.391468194422	-89	1323.0	oligo_depletion
12	3p	25,26,27,28,29,30,31,32	8689.125	0.8459619944793032	7350.669515279976	-88	1422.0	oligo_depletion
13	3p	25,26,27,28,29,30,31,32	8721.5	0.86035485138637	7503.584836366226	-87	1283.0	oligo_depletion
14	3p	25,26,27,28,29,30,31,32	8752.625	0.7191195554771191	6294.18379925792	-86	1262.0	oligo_depletion
15	3p	25,26,27,28,29,30,31,32	8784.5	0.8251266011768408	7248.324628037958	-85	1546.0	oligo_depletion
16	3p	25,26,27,28,29,30,31,32	8817.625	0.6298117774929894	5553.444074516621	-84	1500.0	oligo_depletion
17	3p	25,26,27,28,29,30,31,32	8849.625	0.9053768444835107	8012.245557362388	-83	1575.0	oligo_depletion
18	3p	25,26,27,28,29,30,31,32	8880.75	0.7537013255321358	6693.433046719515	-82	1644.0	oligo_depletion
19	3p	25,26,27,28,29,30,31,32	8910.625	0.7877278198989155	7019.147205186774	-81	1496.0	oligo_depletion
20	3p	25,26,27,28,29,30,31,32	8940.125	0.76296251716817	6820.980273798085	-80	1365.0	oligo_depletion
21	3p	25,26,27,28,29,30,31,32	8970.875	0.816298782488319	7322.914340354899	-79	1639.0	oligo_depletion
22	3p	25,26,27,28,29,30,31,32	9000.25	0.7609073131411525	6848.356045098657	-78	1589.0	oligo_depletion
23	3p	25,26,27,28,29,30,31,32	9028.875	0.8173588961488031	7379.831303465525	-77	1389.0	oligo_depletion
24	3p	25,26,27,28,29,30,31,32	9055.125	0.9093338350874052	8234.13154344584	-76	1428.0	oligo_depletion
25	3p	25,26,27,28,29,30,31,32	9082.375	0.7727023099630506	7017.9721424506615	-75	1257.0	oligo_depletion
26	3p	25,26,27,28,29,30,31,32	9109.25	0.8277638399421737	7540.307758993246	-74	1315.0	oligo_depletion
27	3p	25,26,27,28,29,30,31,32	9135.875	0.8044213153719205	7349.092584573445	-73	1915.0	oligo_depletion
28	3p	25,26,27,28,29,30,31,32	9162.5	0.8588701376177984	7869.397635923077	-72	1790.0	oligo_depletion
29	3p	25,26,27,28,29,30,31,32	9189.5	0.7625492827593233	7007.446633916802	-71	1487.0	oligo_depletion
30	3p	25,26,27,28,29,30,31,32	9215.0	0.859247517776304	7917.965876308642	-70	1722.0	oligo_depletion
31	3p	25,26,27,28,29,30,31,32	9240.875	0.8899180870913452	8223.621803050235	-69	1576.0	oligo_depletion
32	3p	25,26,27,28,29,30,31,32	9266.625	0.8932652611756948	8277.554200842224	-68	1748.0	oligo_depletion
33	3p	25,26,27,28,29,30,31,32	9292.125	0.9300823271421086	8642.441244095366	-67	1759.0	oligo_depletion
34	3p	25,26,27,28,29,30,31,32	9319.0	0.8058460579212904	7509.679413768506	-66	1762.0	oligo_depletion
35	3p	25,26,27,28,29,30,31,32	9345.625	0.7741468437255853	7234.886096392923	-65	1545.0	oligo_depletion
36	3p	25,26,27,28,29,30,31,32	9371.375	0.7546333030986263	7071.951670825889	-64	1608.0	oligo_depletion
37	3p	25,26,27,28,29,30,31,32	9397.25	0.6922114906416118	6504.884430431886	-63	1939.0	oligo_depletion
38	3p	25,26,27,28,29,30,31,32	9421.75	0.7642522673959457	7200.5938003377505	-62	2149.0	oligo_depletion
39	3p	25,26,27,28,29,30,31,32	9447.5	0.8591116398446109	8116.457217431962	-61	1924.0	oligo_depletion
40	3p	25,26,27,28,29,30,31,32	9472.875	0.7983207531315683	7562.392704321204	-60	1741.0	oligo_depletion
41	3p	25,26,27,28,29,30,31,32	9499.0	0.8774365054862242	8334.769365613643	-59	1854.0	oligo_depletion
42	3p	25,26,27,28,29,30,31,32	9523.75	0.7764840011577903	7395.039506026505	-58	1927.0	oligo_depletion
43	3p	25,26,27,28,29,30,31,32	9549.875	0.8353393999059485	7977.38685167682	-57	1965.0	oligo_depletion
44	3p	25,26,27,28,29,30,31,32	9577.5	0.7575220406091391	7255.167343934029	-56	1671.0	oligo_depletion
45	3p	25,26,27,28,29,30,31,32	9603.5	0.9193512546049474	8828.989773598612	-55	1826.0	oligo_depletion
46	3p	25,26,27,28,29,30,31,32	9629.25	0.7979268394607305	7683.437018877239	-54	1873.0	oligo_depletion
47	3p	25,26,27,28,29,30,31,32	9654.0	0.7737139649498167	7469.43461762553	-53	1853.0	oligo_depletion
48	3p	25,26,27,28,29,30,31,32	9678.875	0.7651438544812362	7405.731724542075	-52	2051.0	oligo_depletion
49	3p	25,26,27,28,29,30,31,32	9700.25	0.7713802265085922	7482.581042189971	-51	1889.0	oligo_depletion
50	3p	25,26,27,28,29,30,31,32	9724.375	0.8359713773705197	8129.299162817448	-50	2037.0	oligo_depletion
51	3p	25,26,27,28,29,30,31,32	9748.0	0.9007073834843038	8780.095574204994	-49	2336.0	oligo_depletion
52	3p	25,26,27,28,29,30,31,32	9774.0	0.7451634421696431	7283.227483766092	-48	1970.0	oligo_depletion
53	3p	25,26,27,28,29,30,31,32	9799.875	0.8185933797736021	8022.112797608829	-47	2190.0	oligo_depletion
54	3p	25,26,27,28,29,30,31,32	9826.5	0.821541582421153	8072.87835966146	-46	2227.0	oligo_depletion
55	3p	25,26,27,28,29,30,31,32	9851.625	0.8000106839514626	7881.405254283328	-45	1717.0	oligo_depletion
56	3p	25,26,27,28,29,30,31,32	9880.0	0.8345166505621436	8245.024507553979	-44	2171.0	oligo_depletion
57	3p	25,26,27,28,29,30,31,32	9907.75	0.8533132000911082	8454.413858202677	-43	2194.0	oligo_depletion
58	3p	25,26,27,28,29,30,31,32	9934.75	0.6913418555250546	6868.308499177536	-42	1938.0	oligo_depletion
59	3p	25,26,27,28,29,30,31,32	9960.0	0.6312822678707235	6287.571387992406	-41	1995.0	oligo_depletion
60	3p	25,26,27,28,29,30,31,32	9987.75	0.7692319075405022	7682.895984537651	-40	2622.0	oligo_depletion
61	3p	25,26,27,28,29,30,31,32	10014.375	0.795541202553568	7966.847930322388	-39	2634.0	oligo_depletion
62	3p	25,26,27,28,29,30,31,32	10039.5	0.6949486107268535	6976.936577392246	-38	2100.0	oligo_depletion
63	3p	25,26,27,28,29,30,31,32	10064.625	0.7128504033144539	7174.571990458736	-37	1910.0	oligo_depletion
64	3p	25,26,27,28,29,30,31,32	10086.75	0.7097913445823137	7159.4878449656535	-36	2104.0	oligo_depletion
65	3p	25,26,27,28,29,30,31,32	10108.625	0.7293465725333458	7372.6909967748925	-35	2418.0	oligo_depletion
66	3p	25,26,27,28,29,30,31,32	10128.25	0.7827271402156329	7927.656157888984	-34	2328.0	oligo_depletion
67	3p	25,26,27,28,29,30,31,32	10147.125	0.6600711747195124	6697.8247187757315	-33	2349.0	oligo_depletion
68	3p	25,26,27,28,29,30,31,32	10165.125	0.7401638534242899	7523.858090539585	-32	2362.0	oligo_depletion
69	3p	25,26,27,28,29,30,31,32	10183.5	0.7071445868084528	7201.20689976388	-31	1939.0	oligo_depletion
70	3p	25,26,27,28,29,30,31,32	10201.0	0.715082473500452	7294.556312178111	-30	2260.0	oligo_depletion
71	3p	25,26,27,28,29,30,31,32	10219.25	0.6855217235122847	7005.517873002916	-29	3042.0	oligo_depletion
72	3p	25,26,27,28,29,30,31,32	10236.0	0.7337305858579881	7510.466276842366	-28	2513.0	oligo_depletion
73	3p	25,26,27,28,29,30,31,32	10251.625	0.7137410029912942	7317.005109790626	-27	2720.0	oligo_depletion
74	3p	25,26,27,28,29,30,31,32	10268.25	0.8118823743009653	8336.611189915888	-26	2953.0	oligo_depletion
75	3p	25,26,27,28,29,30,31,32	10283.875	0.7160831351377205	7364.109451364425	-25	2773.0	oligo_depletion
76	3p	25,26,27,28,29,30,31,32	10297.875	0.7626267614519795	7853.435061087303	-24	3475.0	oligo_depletion
77	3p	25,26,27,28,29,30,31,32	10310.875	0.6907473684236489	7122.209772395191	-23	3659.0	oligo_depletion
78	3p	25,26,27,28,29,30,31,32	10324.625	0.7462122755462985	7704.3619154122025	-22	3440.0	oligo_depletion
79	3p	25,26,27,28,29,30,31,32	10336.375	0.6978294058642438	7213.026425040023	-21	2521.0	oligo_depletion
80	3p	25,26,27,28,29,30,31,32	10345.625	0.7503346255443604	7762.680660397374	-20	3014.0	oligo_depletion
