tx_id	gene_name	1A_noDep	2A_noDep	1B_riboZero	2B_riboZero	1C_riboCop	2C_riboCop	1D_NEB	2D_NEB
ENST00000394697.6	ADCY7	1	0	2	0	1	0	0	1
ENST00000394650.6	MCUB	2	3	10	11	6	5	6	8
ENST00000308086.2	THAP2	0	1	0	0	1	0	1	2
ENST00000286794.4	NAA11	0	0	0	0	0	0	0	1
ENST00000642064.1	OR8B8	0	0	0	0	0	0	0	0
ENST00000323906.8	CD37	0	0	0	0	0	0	0	0
ENST00000264036.5	MCAM	4	9	17	21	6	11	6	10
ENST00000262244.5	MOB3B	0	2	0	0	0	4	0	0
ENST00000311027.9	MADD	4	1	15	15	6	6	3	6
ENST00000381210.7	TECRL	0	0	0	0	0	0	0	0
ENST00000410014.5	MORN2	1	1	3	1	2	0	2	0
ENST00000379958.2	SAMD9	0	0	0	0	0	0	1	0
ENST00000368328.4	CENPW	13	14	26	38	17	21	9	16
ENST00000366834.1	GPR31	0	0	0	0	0	0	0	0
ENST00000595562.1	AC008758.5	0	0	0	0	1	0	0	0
ENST00000296930.9	NPM1	393	473	1132	1312	512	867	313	431
ENST00000334857.3	OR10J5	0	0	0	0	0	0	0	0
ENST00000372889.5	PKIG	0	0	1	1	2	0	0	0
ENST00000607574.1	AC009014.1	0	0	0	0	0	0	0	0
ENST00000570896.5	TNK1	0	0	0	0	0	0	0	0
ENST00000332175.12	PTPRM	1	0	1	0	0	1	2	0
ENST00000382764.1	PRORY	0	0	0	0	0	0	0	0
ENST00000211936.10	ZNF184	4	3	7	10	2	5	4	3
ENST00000361420.7	IGSF1	1	1	2	3	0	4	2	4
ENST00000273038.7	VGLL4	3	2	7	4	2	3	2	0
ENST00000315997.5	C16orf89	0	0	0	0	0	0	0	0
ENST00000367294.3	ARMT1	13	14	44	38	13	21	12	22
ENST00000449956.2	ITIH3	0	0	0	0	0	0	0	0
ENST00000614378.1	HIST1H3G	0	1	1	0	0	1	0	2
ENST00000567180.2	SCX	0	0	0	0	0	0	0	0
ENST00000494774.5	DBNL	16	16	23	32	17	26	18	10
ENST00000246105.4	DEFB129	0	0	0	0	0	0	0	0
ENST00000621643.1	TRDV1	0	0	0	0	0	0	0	0
ENST00000219235.4	CCL22	0	0	0	0	0	0	0	0
ENST00000612549.4	OXA1L	12	19	37	54	24	45	23	39
ENST00000327171.7	GALK2	2	4	8	17	0	3	5	3
ENST00000265728.5	DBF4	6	9	21	14	5	12	8	6
ENST00000257981.6	KCNH3	0	0	0	0	0	1	0	0
ENST00000321990.4	ATAD5	7	13	30	33	5	24	15	13
ENST00000218348.7	USP11	13	29	49	71	16	38	16	26
ENST00000398838.8	YPEL3	1	1	0	0	1	2	1	0
ENST00000424776.4	RBMXL3	0	0	0	0	0	0	0	0
ENST00000215095.10	STX1B	0	0	0	0	0	0	0	0
ENST00000330394.2	EPHB3	0	1	2	3	1	1	1	0
ENST00000378069.4	MAOB	0	0	0	1	0	0	0	0
ENST00000615808.4	GABRG3	0	0	0	0	0	0	0	0
ENST00000198767.10	RRN3	17	9	39	44	11	25	15	15
ENST00000641714.1	OR2L13	0	0	0	0	0	0	0	0
ENST00000369750.3	TPBG	0	4	3	8	5	2	3	6
ENST00000323523.8	TMEM45A	0	4	1	2	1	2	1	3
ENST00000373833.10	RCC1	17	30	58	87	38	77	22	31
ENST00000390669.7	CCL25	0	0	0	0	0	0	0	0
ENST00000429029.6	DNAJB6	24	30	47	41	32	41	16	38
ENST00000296387.5	CLDN19	0	0	0	0	0	0	0	0
ENST00000337057.7	EPB41L2	12	25	60	41	37	39	10	21
ENST00000378567.7	PRKCZ	1	0	9	10	0	9	4	1
ENST00000316649.9	IL20RA	0	0	0	0	0	0	0	0
ENST00000340645.9	GOLGB1	16	18	53	40	17	26	16	40
ENST00000331457.8	DRG1	30	32	85	133	36	77	26	32
ENST00000354924.2	OR5K4	0	0	0	0	0	0	0	0
ENST00000268281.8	PRSS36	0	0	0	0	0	0	0	0
ENST00000314014.6	C12orf54	0	0	0	0	0	0	0	0
ENST00000307877.6	SRP68	16	37	74	60	34	55	25	37
ENST00000232607.6	UMPS	23	31	55	47	25	33	26	39
ENST00000374859.2	PSMB9	0	0	0	1	0	0	1	0
ENST00000320254.5	LRRC37A	0	2	0	1	0	0	0	0
ENST00000322886.11	E2F7	7	4	11	8	7	9	5	7
ENST00000398721.5	DEFB133	0	0	0	0	0	0	0	0
ENST00000453495.2	CEP170B	2	6	5	13	4	8	3	3
ENST00000227349.6	C11orf63	1	0	0	2	2	0	0	1
ENST00000612460.4	TAZ	1	3	11	10	2	3	2	4
ENST00000389494.7	CHRNG	0	0	0	0	0	0	0	0
ENST00000541398.5	ECT2L	0	0	0	0	0	0	0	0
ENST00000532414.2	MEX3A	2	1	3	3	1	5	0	0
ENST00000328823.13	WBP2NL	0	0	0	0	0	0	0	0
ENST00000270538.7	TIMM44	15	17	29	30	17	39	16	12
ENST00000307584.5	CAVIN4	0	0	0	0	0	0	0	0
ENST00000263246.7	PACSIN2	11	11	31	41	8	29	10	10
ENST00000374680.3	RXRB	0	2	6	8	3	8	3	2
ENST00000215790.11	TBC1D10A	0	2	5	6	2	3	1	3
ENST00000520915.5	NPIPB13	0	0	0	0	0	0	0	0
ENST00000367222.6	OPTC	0	0	0	0	0	0	0	0
ENST00000294053.7	CLPB	19	19	40	58	19	31	9	20
ENST00000343344.8	MYOCD	0	0	0	0	0	0	0	0
ENST00000388918.9	TYRP1	0	0	0	1	0	1	0	0
ENST00000527748.5	GPR61	0	0	0	0	0	0	0	0
ENST00000565468.5	TMEM178B	0	0	1	0	0	1	2	0
ENST00000507153.2	GIMD1	0	0	0	0	0	0	0	0
ENST00000637017.1	ZNF831	0	0	0	0	0	0	0	0
ENST00000338972.8	PAIP1	5	9	24	28	8	16	7	5
ENST00000642125.1	OR52A5	0	0	0	0	0	0	0	0
ENST00000360242.9	CCDC102B	0	0	0	1	0	1	0	0
ENST00000259873.4	MRPS18B	18	19	52	58	34	26	25	41
ENST00000510708.5	DTWD2	2	1	1	6	0	8	4	2
ENST00000265990.10	BTAF1	9	9	22	39	11	25	12	23
ENST00000528838.5	HSF1	7	8	28	26	4	21	9	7
ENST00000262345.5	IL12RB2	0	1	0	2	2	1	0	2
ENST00000292246.7	ANO10	6	6	12	26	6	13	6	10
ENST00000381641.3	INSL6	0	0	0	0	0	0	0	0
ENST00000367233.9	MTRF1L	3	7	12	7	6	15	5	3
ENST00000296102.7	MRPL33	5	3	19	8	3	8	3	3
ENST00000316623.9	FBN1	5	2	10	10	4	6	6	2
ENST00000393328.6	SPOP	4	9	20	23	7	16	11	6
ENST00000298746.4	TRUB1	2	10	10	19	5	7	5	11
ENST00000358525.8	SLC6A20	0	0	1	0	0	0	0	0
ENST00000354914.7	SCARA5	0	0	0	0	0	0	0	0
ENST00000262056.13	EIF4B	57	57	141	168	70	115	44	84
ENST00000241256.2	GHSR	0	0	0	0	0	0	0	0
ENST00000305904.10	DYNLRB2	0	0	0	0	1	0	0	0
ENST00000333493.8	ADGRG3	0	0	0	0	0	0	0	0
ENST00000621179.5	GSTTP1	0	0	0	0	0	0	0	0
ENST00000504830.5	ADAMTS12	0	0	0	0	0	0	0	0
ENST00000339485.3	VMAC	0	1	2	0	0	1	0	0
ENST00000528972.1	PRR23D2	0	0	0	0	0	0	0	0
ENST00000318003.11	CC2D1A	5	7	10	19	6	14	5	4
ENST00000366603.6	ARID4B	8	13	20	30	4	16	7	9
ENST00000370665.3	DNASE2B	0	0	0	0	0	0	0	0
ENST00000584437.5	RNF43	1	0	0	2	0	0	0	0
ENST00000316024.9	WRAP53	7	12	15	24	7	9	2	13
ENST00000216330.7	FKBP3	28	33	78	106	35	83	38	39
ENST00000239666.8	PDZD11	7	2	15	17	3	6	4	8
ENST00000302541.10	MYRIP	0	2	0	0	0	0	0	0
ENST00000260983.7	HECW2	1	0	3	4	1	1	0	3
ENST00000391854.6	GNG4	0	1	0	1	1	0	0	0
ENST00000409413.3	PRR35	0	0	0	0	0	0	0	0
ENST00000529006.6	KDM2A	5	8	17	28	7	17	8	8
ENST00000394668.2	RPL34	112	155	381	492	155	306	185	324
ENST00000349394.5	NXPH4	2	4	5	13	8	12	5	3
ENST00000358075.10	MAGT1	26	45	84	128	36	88	31	69
ENST00000319580.12	ANKDD1A	1	0	0	0	0	0	1	0
ENST00000368623.7	SLC39A1	12	20	29	50	20	35	16	21
ENST00000331299.5	SLC25A21	0	1	3	8	2	4	1	4
ENST00000283296.11	ADGRF5	0	0	0	0	0	0	0	0
ENST00000370746.7	BEND6	0	0	0	0	0	0	0	0
ENST00000405727.6	ARFIP1	3	7	14	9	8	16	7	5
ENST00000309522.7	HADH	12	17	39	35	12	24	10	26
ENST00000393094.6	CUL5	9	11	29	32	8	17	8	15
ENST00000356401.8	ARIH2	8	8	26	33	15	23	5	8
ENST00000601380.2	ANKDD1B	0	0	0	0	0	0	0	0
ENST00000620134.4	NPRL3	4	3	16	16	8	8	11	9
ENST00000258168.6	BCO1	0	0	0	0	0	0	0	0
ENST00000264202.7	CAPZB	27	27	84	86	29	69	21	51
ENST00000391989.6	OTOS	0	0	0	0	0	0	0	0
ENST00000361523.8	BECN1	4	2	7	12	7	6	7	8
ENST00000223368.6	BCL7B	1	2	7	2	3	5	1	2
ENST00000588750.5	APOC1	1	5	6	7	2	8	2	2
ENST00000399974.4	MTRNR2L4	0	0	0	0	0	0	0	0
ENST00000307366.7	TMEM223	5	3	10	10	5	9	4	7
ENST00000296776.5	TMEM174	0	0	0	0	0	0	0	0
ENST00000370397.7	CHUK	4	5	25	24	9	16	5	14
ENST00000254963.6	HSPA12B	0	0	0	0	0	0	0	0
ENST00000264601.7	RAB17	0	0	1	0	0	0	0	0
ENST00000329970.7	GTF3C6	11	12	15	26	12	24	3	14
ENST00000233078.8	DAZAP1	29	39	64	88	41	59	22	42
ENST00000262554.6	SPTLC1	14	9	36	28	12	31	9	24
ENST00000216211.8	UPK3A	0	0	0	0	0	0	0	0
ENST00000002829.7	SEMA3F	1	1	0	0	1	0	0	1
ENST00000328913.7	MCF2L2	0	0	1	0	0	0	0	0
ENST00000219313.8	PSMD7	22	28	55	83	47	56	16	25
ENST00000277942.6	NPFFR1	0	0	0	0	0	0	0	0
ENST00000393893.5	CORO1B	9	10	24	38	18	20	12	22
ENST00000395547.6	ATXN2L	29	44	73	93	31	80	24	40
ENST00000255858.11	SEC14L4	0	0	0	0	0	0	0	0
ENST00000420910.6	LMLN	1	0	2	4	1	0	2	3
ENST00000447513.6	PEX10	4	1	5	11	3	5	3	2
ENST00000355091.8	GPAA1	8	18	43	53	29	35	17	25
ENST00000261769.9	CDH1	0	1	1	2	1	0	0	1
ENST00000372907.7	TAF7L	0	0	0	0	0	0	0	0
ENST00000400404.1	SKOR2	0	0	0	0	0	0	0	0
ENST00000264431.8	RAPGEF2	2	3	8	7	1	6	0	6
ENST00000623385.3	TRIM39-RPP21	0	9	6	9	1	4	5	3
ENST00000554659.5	VTI1B	1	0	3	7	4	6	1	6
ENST00000375687.8	ASXL1	7	6	12	19	20	17	3	12
ENST00000462107.1	TFR2	0	0	0	0	0	1	0	0
ENST00000481138.5	ZNF782	2	2	2	2	0	2	0	2
ENST00000485419.7	IQCJ-SCHIP1	2	1	5	1	0	1	1	1
ENST00000263182.7	BBOX1	0	0	0	0	0	0	0	0
ENST00000480687.5	GMPPB	8	9	27	18	7	19	7	11
ENST00000333527.5	RESP18	0	0	0	0	0	0	0	0
ENST00000318336.8	FUT6	0	0	0	0	0	0	0	0
ENST00000595676.1	AC008403.1	1	0	1	1	0	1	0	0
ENST00000419119.1	FIGNL1	11	10	20	30	9	28	9	18
ENST00000380615.7	KATNAL1	1	0	4	2	1	3	2	2
ENST00000397180.5	RGN	0	0	0	0	0	0	0	0
ENST00000343164.8	SLC6A13	0	0	0	0	0	0	0	0
ENST00000339738.9	DUSP15	0	0	0	0	0	1	0	0
ENST00000296043.6	SHROOM3	3	2	3	5	1	6	3	5
ENST00000442738.6	POLR2F	6	20	24	39	18	29	6	10
ENST00000368174.4	CD5L	0	0	0	0	0	0	0	0
ENST00000484928.5	TMEM176A	0	0	0	0	0	0	0	0
ENST00000408925.3	C6orf226	0	1	1	0	0	0	0	2
ENST00000409600.5	BZW1	38	44	131	141	47	93	45	85
ENST00000347136.10	GPR107	3	6	15	22	5	19	10	16
ENST00000333503.7	PGP	6	12	29	30	15	19	10	18
ENST00000286688.5	C8orf37	0	0	0	0	0	1	0	1
ENST00000309720.9	TMEM255A	0	1	1	2	0	0	0	1
ENST00000313146.10	ISG20L2	6	2	15	21	10	18	9	11
ENST00000381227.5	POLR2B	29	51	131	151	52	89	50	80
ENST00000254323.6	ZSWIM4	2	1	3	1	1	1	3	1
ENST00000337318.7	FAM53B	2	2	5	3	0	1	0	3
ENST00000379665.2	OR6C65	0	0	0	0	0	0	0	0
ENST00000300576.5	GOLGA6C	0	0	0	0	0	0	0	0
ENST00000366953.7	SLC22A2	0	0	0	0	0	0	0	0
ENST00000428314.5	MYO7B	0	0	0	0	0	0	0	0
ENST00000378380.4	ANKEF1	1	4	1	3	0	1	0	1
ENST00000279101.9	CABLES2	1	1	1	8	1	2	2	3
ENST00000266263.9	MTFP1	10	12	23	35	10	15	7	10
ENST00000331428.5	XKR3	0	0	0	0	0	0	0	0
ENST00000378733.8	TMEM240	0	0	0	0	0	0	0	0
ENST00000380283.4	PXDC1	0	1	0	1	0	1	0	0
ENST00000215730.11	SNAP29	9	5	15	14	7	14	4	3
ENST00000233615.6	WBP1	0	2	3	4	1	1	0	5
ENST00000222718.6	HOXA2	0	0	1	0	0	1	0	0
ENST00000398056.6	FGL1	0	0	0	0	0	0	0	0
ENST00000622447.4	FAM156A	0	0	1	2	0	0	0	0
ENST00000285238.12	ABCC3	1	0	0	1	0	0	0	0
ENST00000319854.7	SHROOM1	0	1	4	1	0	4	1	1
ENST00000431443.6	MYO1H	0	0	0	0	0	0	0	0
ENST00000319669.4	TMCO5A	0	0	0	0	0	0	0	0
ENST00000408939.3	TTC30B	3	4	4	3	2	1	0	10
ENST00000231683.3	HRH2	0	0	0	0	0	0	0	0
ENST00000394258.6	RCCD1	1	2	10	11	2	9	1	1
ENST00000372192.3	PTCH2	0	0	0	0	0	0	0	0
ENST00000265631.9	SLC25A13	16	23	57	52	25	30	11	23
ENST00000288439.9	SLC38A10	5	11	17	13	9	21	6	7
ENST00000254624.9	EFR3A	8	6	22	22	4	13	11	11
ENST00000262776.7	LGALS3BP	5	6	10	14	6	15	4	7
ENST00000327419.6	C11orf87	0	0	0	0	0	0	0	0
ENST00000280701.7	OXSM	3	0	8	8	3	7	9	4
ENST00000398123.6	ADD1	16	11	31	37	16	25	11	13
ENST00000345382.6	BNC1	0	0	2	0	0	0	0	0
ENST00000515837.6	TMEM216	1	2	1	4	1	4	1	1
ENST00000243924.3	PI3	0	0	0	0	0	0	0	0
ENST00000389243.9	POU6F1	0	0	0	0	0	0	0	0
ENST00000299767.9	HSP90B1	150	181	431	537	192	342	146	222
ENST00000622824.1	B3GNT6	0	0	0	0	0	0	0	0
ENST00000305738.9	PATE1	0	0	0	0	0	0	0	0
ENST00000301335.9	SLC43A2	4	3	2	4	2	3	2	2
ENST00000310421.4	VCPIP1	4	8	17	14	9	11	6	10
ENST00000409907.7	IQCA1	0	0	0	0	0	0	0	0
ENST00000258884.4	ABHD17C	1	4	2	5	1	1	7	9
ENST00000263431.3	PRKCG	0	0	0	0	0	0	0	0
ENST00000400562.1	AF130351.1	0	0	0	0	0	0	0	0
ENST00000262752.4	RPS6KA6	1	0	0	1	2	1	1	1
ENST00000381477.7	MLANA	0	0	0	0	0	0	0	0
ENST00000273962.7	TRMT10A	4	4	9	8	1	1	2	4
ENST00000314393.5	ZHX2	3	1	4	11	2	1	0	4
ENST00000568665.1	AL929554.1	0	0	0	0	0	0	0	0
ENST00000296096.6	TCF23	0	0	0	0	0	0	0	0
ENST00000380903.6	SELENOO	2	3	10	15	2	16	1	8
ENST00000273668.6	EAF2	2	3	2	2	1	1	0	2
ENST00000243052.7	PDE1B	1	0	1	2	1	1	0	4
ENST00000403662.7	CSF2RB	0	0	0	0	0	0	0	0
ENST00000259407.6	BAAT	0	0	0	0	0	0	0	0
ENST00000262187.9	RHEB	19	18	28	45	14	27	23	26
ENST00000439922.6	SPIB	0	0	0	0	0	0	0	0
ENST00000431845.2	ZBTB22	0	1	0	4	0	0	0	3
ENST00000284601.3	PPP1R3A	0	0	0	0	0	0	0	0
ENST00000634891.1	RYR3	0	0	1	0	0	0	0	2
ENST00000382518.5	CD9	5	6	22	21	13	22	3	14
ENST00000295755.6	RETNLB	0	0	0	0	0	0	0	0
ENST00000436697.2	PIGBOS1	0	1	0	0	0	0	0	0
ENST00000377255.3	ZKSCAN3	1	1	3	2	1	0	1	6
ENST00000234371.9	KISS1R	0	0	0	0	0	0	0	0
ENST00000368474.8	ADAR	35	41	75	116	47	86	32	42
ENST00000361092.8	NMRK1	1	0	0	1	0	1	2	1
ENST00000539435.5	DLGAP1	0	0	0	0	0	0	0	0
ENST00000360947.7	ZNF219	0	0	0	4	0	2	1	0
ENST00000237654.8	CCNI	14	15	34	43	13	21	16	16
ENST00000545712.6	MMAB	6	9	12	21	10	18	3	9
ENST00000395353.5	MVP	0	0	0	0	0	0	0	0
ENST00000397312.6	ELAVL2	0	4	3	0	2	4	1	1
ENST00000296255.7	RPN1	62	54	164	188	87	116	59	79
ENST00000265857.7	GET4	11	7	22	19	9	25	12	11
ENST00000355849.9	KHDRBS3	1	7	14	10	8	3	3	7
ENST00000404826.6	SDK1	3	2	5	2	3	3	2	3
ENST00000281243.9	QDPR	7	5	6	10	9	7	4	5
ENST00000300303.6	NAT16	0	0	0	0	0	0	0	0
ENST00000304478.8	MRM3	10	8	27	37	15	17	9	12
ENST00000376896.7	RORB	1	1	2	1	2	2	1	2
ENST00000372628.5	TCEAL3	0	0	3	0	2	2	0	0
ENST00000588212.1	AC245748.1	0	0	0	0	0	0	0	0
ENST00000354728.4	UGT1A9	0	0	0	0	0	0	0	0
ENST00000304883.2	TACR3	0	0	0	0	0	0	0	0
ENST00000361924.6	GOLGA4	7	6	24	31	16	15	9	11
ENST00000371975.8	RAD54L	3	1	11	13	5	8	1	7
ENST00000343776.9	ZNF678	1	1	4	2	2	2	0	0
ENST00000347644.7	SLC28A2	0	0	0	0	0	0	0	0
ENST00000212355.8	TGFBR3	2	4	5	8	2	9	3	4
ENST00000528266.5	CCDC17	0	0	1	1	0	0	0	0
ENST00000354852.5	TRIM6-TRIM34	1	2	0	1	0	1	3	9
ENST00000297325.8	SUN3	0	0	0	1	0	0	0	0
ENST00000230340.8	BYSL	12	25	30	44	23	39	16	24
ENST00000395693.7	SCO2	3	10	14	17	4	11	2	17
ENST00000262219.10	ANXA13	0	0	0	0	0	0	0	0
ENST00000352645.4	ZC3H7B	7	16	22	32	14	23	7	18
ENST00000361899.2	MT-ATP6	25	33	46	58	30	69	28	89
ENST00000262866.8	SLA2	0	0	0	0	0	0	0	0
ENST00000432992.6	GAS7	0	1	1	0	0	2	0	0
ENST00000274545.9	GABRA6	0	0	0	0	0	0	0	0
ENST00000257017.4	RAB33A	0	0	0	0	0	0	0	0
ENST00000619167.1	SPATA31A7	0	0	0	0	0	0	0	0
ENST00000601302.3	ARL14EPL	0	0	0	0	0	0	0	0
ENST00000303127.11	LMAN2	39	57	95	102	39	91	28	46
ENST00000534331.5	C10orf113	0	0	0	0	0	0	0	0
ENST00000327475.10	DNAH8	0	0	0	0	0	1	1	0
ENST00000250823.4	VCY1B	0	0	0	0	0	0	0	0
ENST00000399187.5	DRC3	0	0	1	0	0	0	0	0
ENST00000356189.5	ACBD7	0	0	3	1	0	3	0	2
ENST00000231121.2	HAND1	4	4	5	9	2	11	5	8
ENST00000621112.1	HIST1H2BM	6	16	27	49	18	28	12	34
ENST00000297784.9	TMC1	0	0	0	0	0	0	0	0
ENST00000375856.4	IRS2	0	2	0	3	2	1	0	1
ENST00000296484.6	POC1A	2	3	9	5	4	7	7	7
ENST00000367429.8	CFH	1	0	0	0	0	0	0	0
ENST00000347785.7	CD5	0	0	0	0	0	0	0	0
ENST00000328092.9	NLRP7	0	0	0	0	0	1	0	0
ENST00000327259.4	TMEM151A	0	0	0	0	0	0	0	0
ENST00000382203.5	SMARCA2	3	6	13	26	9	15	6	8
ENST00000367929.2	SH2D1B	0	0	0	0	0	0	0	0
ENST00000377470.7	SPATC1	1	0	0	0	0	0	0	0
ENST00000493429.5	AOC1	0	0	0	0	0	0	0	0
ENST00000398882.7	MROH6	0	0	0	1	0	1	0	0
ENST00000419291.6	PABPN1L	0	0	0	0	0	0	0	0
ENST00000264499.8	BBS7	0	6	16	24	8	15	8	19
ENST00000370823.7	MTG2	2	4	6	7	3	5	5	3
ENST00000266646.2	INHBE	0	0	0	0	0	0	0	0
ENST00000315127.8	EDC3	11	13	25	31	13	28	6	14
ENST00000636079.1	CCDC194	0	0	0	0	0	0	0	0
ENST00000377102.5	SPRY2	2	0	1	4	0	1	1	4
ENST00000290759.8	ISL2	0	2	9	4	3	3	1	2
ENST00000289104.8	MRAS	0	0	2	0	0	1	0	0
ENST00000284440.8	UCHL1	33	44	139	150	50	102	48	49
ENST00000372394.5	ASS1	2	1	5	8	3	5	3	6
ENST00000362042.7	NFE2L1	9	14	24	39	8	28	13	18
ENST00000310078.12	AGFG1	5	10	28	34	9	12	11	16
ENST00000256637.7	SORT1	8	13	37	35	15	34	8	23
ENST00000367145.3	SLC45A3	1	0	0	1	0	0	0	0
ENST00000263733.4	FAM20B	3	3	8	5	2	8	1	4
ENST00000264552.13	UBE2S	40	39	110	114	38	89	32	45
ENST00000342203.7	SSX2IP	7	6	26	21	8	17	10	13
ENST00000338040.5	FBXO40	0	0	0	1	0	0	0	0
ENST00000374206.3	CDC26	1	2	10	4	1	6	2	1
ENST00000256216.10	HSD17B4	26	24	82	82	26	46	22	37
ENST00000307145.3	KLF13	0	0	3	4	2	1	0	0
ENST00000588173.1	IER2	0	4	9	5	3	6	2	3
ENST00000359562.4	HAND2	0	0	0	0	0	0	1	0
ENST00000399892.6	SEH1L	7	16	37	42	18	27	17	13
ENST00000309276.10	PPM1J	0	1	3	2	1	1	0	0
ENST00000629380.2	SYNGAP1	0	1	1	1	0	1	1	1
ENST00000318410.11	WASHC5	7	10	33	37	18	31	17	22
ENST00000346299.9	MTMR2	6	6	10	30	8	11	1	16
ENST00000445202.1	PATE3	0	0	0	0	0	0	0	0
ENST00000342480.6	PODXL2	7	22	33	27	14	38	13	23
ENST00000239007.11	MXI1	7	2	6	6	1	5	3	8
ENST00000302279.7	FNTA	6	2	14	17	5	14	9	13
ENST00000612978.4	TMEM191B	1	1	1	1	0	2	1	0
ENST00000316099.8	HNF4A	0	0	0	0	0	0	0	0
ENST00000410061.3	RAB6C	3	2	5	10	3	6	4	3
ENST00000373277.8	SH2D3C	0	0	0	0	0	1	0	0
ENST00000331923.8	PAXBP1	0	6	14	16	5	18	5	10
ENST00000217961.4	STS	0	0	1	0	0	0	0	0
ENST00000216465.9	GSTZ1	4	6	8	16	3	10	3	16
ENST00000311806.7	OXSR1	9	5	26	24	11	21	11	18
ENST00000398752.10	ATP5A1	102	152	334	425	167	269	115	180
ENST00000378821.3	TMEM88B	0	0	0	0	0	0	0	0
ENST00000368751.1	SPRR2E	0	0	0	0	0	0	0	0
ENST00000006053.6	CX3CL1	0	0	0	0	0	0	0	0
ENST00000262487.4	ISM1	0	0	1	0	0	0	0	1
ENST00000395042.1	RGS19	0	3	3	3	0	3	1	2
ENST00000555567.5	PGF	0	1	0	0	0	0	0	1
ENST00000291270.8	DMPK	0	0	1	0	0	0	0	0
ENST00000329402.3	GAST	0	0	0	0	0	0	0	0
ENST00000331272.7	FBXW4	1	1	3	3	2	2	1	2
ENST00000246080.3	TCF15	0	0	0	0	0	0	0	0
ENST00000376436.5	ZNF337	2	1	5	4	0	1	1	1
ENST00000368817.9	THEM5	0	0	0	0	0	0	0	0
ENST00000337963.8	ZMYM5	1	1	1	2	2	0	2	3
ENST00000382452.6	WDR1	25	36	65	100	47	66	28	37
ENST00000624081.1	FP565260.4	0	0	0	0	0	0	0	0
ENST00000276893.9	UHRF2	3	7	11	8	5	8	5	5
ENST00000326153.9	GTPBP6	5	3	7	17	1	7	5	5
ENST00000393106.6	STEAP3	4	12	14	30	11	23	9	13
ENST00000406915.3	SYCE3	0	0	0	0	0	0	0	0
ENST00000353065.7	PROK2	0	0	0	0	0	0	0	0
ENST00000222584.7	SP4	2	3	6	11	2	7	2	5
ENST00000407558.8	NAA60	2	4	10	5	1	6	1	3
ENST00000229379.2	COX6A1	33	38	91	121	44	100	51	73
ENST00000371486.3	CPT2	7	8	22	18	11	20	4	8
ENST00000373659.3	ZBTB6	2	4	3	5	1	6	1	5
ENST00000354379.8	LRRFIP2	2	2	12	1	2	6	2	3
ENST00000264995.7	MRPL3	42	38	126	166	56	106	39	61
ENST00000326132.10	RNF185	3	4	10	13	3	6	7	1
ENST00000320002.3	OR2G3	0	0	0	0	0	0	0	0
ENST00000373578.6	SRC	0	2	2	5	1	4	2	4
ENST00000216471.4	SAMD15	0	0	2	0	0	0	1	0
ENST00000264110.6	ATF2	3	4	6	14	4	6	6	6
ENST00000262741.9	PIK3R3	0	4	3	8	3	11	1	1
ENST00000308824.10	PCMTD2	2	1	5	11	3	3	1	3
ENST00000377906.1	SPINK9	0	0	0	0	0	0	0	0
ENST00000527372.6	MYO18A	2	2	11	2	2	12	4	3
ENST00000320580.8	PACS1	2	3	10	4	2	4	6	4
ENST00000341191.10	ZNF823	1	1	3	4	1	0	1	3
ENST00000541718.5	MPDZ	0	1	1	2	1	1	2	0
ENST00000263694.8	SNRNP40	24	37	71	73	20	57	16	21
ENST00000257765.9	KHDC1	0	0	1	1	0	0	0	0
ENST00000453304.5	UNC5C	2	0	6	3	2	3	1	4
ENST00000379672.9	ARHGAP44	2	0	2	2	0	2	0	0
ENST00000336470.8	GNL3L	21	24	53	83	30	58	28	33
ENST00000427338.2	OR5K2	0	0	0	0	0	0	0	0
ENST00000379391.7	NEMP1	4	9	16	24	5	10	4	10
ENST00000393056.6	DBH	0	0	0	0	0	0	0	0
ENST00000440859.7	CBLL1	2	3	11	6	5	10	6	5
ENST00000370370.3	DPPA5	0	0	0	0	0	0	0	0
ENST00000237889.8	NDUFB3	14	25	32	40	22	31	10	22
ENST00000264318.3	GABRA4	0	0	0	0	0	0	0	0
ENST00000334830.11	TMPRSS11A	0	0	0	0	0	0	0	0
ENST00000367618.7	AXDND1	0	0	0	0	0	0	0	0
ENST00000235307.6	C1orf21	0	1	1	2	0	0	0	0
ENST00000285046.9	FGD5	0	0	0	0	0	0	0	0
ENST00000303324.4	OR2B2	0	0	0	0	0	0	0	0
ENST00000228347.8	POLR3B	9	15	29	32	13	26	19	17
ENST00000380359.3	NET1	10	7	25	27	14	13	6	18
ENST00000229554.9	RSPH4A	0	0	1	0	0	0	0	0
ENST00000638636.1	VSIG10L2	0	0	0	0	0	0	0	0
ENST00000376919.3	SSX1	0	0	0	0	0	0	0	0
ENST00000255198.2	ZBED3	0	0	0	0	1	1	1	0
ENST00000377938.2	GKN1	0	0	0	0	0	0	0	0
ENST00000266557.3	CD27	0	0	0	0	0	0	0	0
ENST00000325418.5	HASPIN	2	4	20	14	4	13	2	10
ENST00000302277.6	ZNF804A	0	0	0	0	0	0	1	0
ENST00000343575.10	CXCL12	0	0	0	0	0	0	0	0
ENST00000527881.1	TSKU	0	0	1	3	2	1	1	3
ENST00000269216.7	GATA6	13	19	27	33	16	26	8	21
ENST00000461287.1	AL662899.1	0	0	0	0	0	0	0	0
