tx_id	gene_name	undepleted	oligo_depletion
ENST00000416569.2	XKR6	3	8
ENST00000261749.10	ZFAND6	36	210
ENST00000265007.10	SOX30	0	2
ENST00000411641.6	AHSG	0	0
ENST00000394785.7	SLC9B2	2	40
ENST00000309934.4	SEC22A	11	71
ENST00000240691.4	TAS2R9	0	0
ENST00000566594.1	AC009163.4	6	39
ENST00000248384.1	OR1E2	0	0
ENST00000346664.9	FCER2	0	0
ENST00000262340.5	RPE65	0	0
ENST00000340413.6	NUP43	114	777
ENST00000330133.4	MRPL54	90	602
ENST00000292123.9	SAFB	303	1719
ENST00000162391.7	FOXJ2	7	59
ENST00000317861.1	OR14C36	0	0
ENST00000221891.8	APLP1	11	73
ENST00000464847.6	ZNF286A	11	80
ENST00000361131.4	PPP1R14C	10	57
ENST00000618329.4	CYFIP2	55	386
ENST00000308488.10	RSF1	48	368
ENST00000339468.7	YPEL1	0	1
ENST00000324460.6	HSPA5	609	3882
ENST00000306851.9	B4GALT6	5	33
ENST00000262135.8	RPGRIP1L	11	126
ENST00000264669.9	FASTKD3	16	92
ENST00000297203.2	TEX47	0	0
ENST00000375318.3	LYZL2	0	0
ENST00000381627.3	RLN2	1	10
ENST00000444881.5	TMBIM1	4	31
ENST00000585477.1	BOD1L2	0	6
ENST00000319264.3	LURAP1L	0	1
ENST00000329198.4	NKX2-5	47	324
ENST00000359856.10	ARPC5	133	684
ENST00000327581.4	NT5DC4	0	0
ENST00000298097.7	FBXO33	30	191
ENST00000479950.5	OARD1	14	41
ENST00000357759.9	HHLA2	0	0
ENST00000378546.8	FAAP20	28	171
ENST00000159060.2	NOX3	0	0
ENST00000374016.5	DEC1	0	0
ENST00000367415.6	CFHR2	0	0
ENST00000341809.7	KRT77	0	0
ENST00000316448.9	CALR	504	3243
ENST00000295702.8	SSR2	134	935
ENST00000262394.6	WSB1	27	167
ENST00000370435.4	OGFRL1	12	50
ENST00000310301.8	VPS41	53	267
ENST00000508487.2	CXCL2	0	1
ENST00000315366.7	ARSJ	1	7
ENST00000294724.8	AGL	79	512
ENST00000493111.6	TMEM120A	7	76
ENST00000448921.5	SERPINA1	0	0
ENST00000317357.9	SOBP	4	33
ENST00000291074.9	VPS53	40	281
ENST00000551171.5	RDH12	0	3
ENST00000421865.2	LAMA2	3	30
ENST00000376851.7	KLK6	0	0
ENST00000313010.7	PRCP	55	335
ENST00000203166.9	HAUS5	36	241
ENST00000329476.3	NPY2R	0	0
ENST00000614558.2	MID1IP1	37	223
ENST00000394858.6	TGFB1I1	0	4
ENST00000324103.10	RNF31	17	118
ENST00000308105.4	C1orf100	0	0
ENST00000442628.6	NRBP2	12	43
ENST00000395824.5	ZNF287	1	16
ENST00000583866.8	NBPF10	3	22
ENST00000227618.8	ANAPC15	9	94
ENST00000274140.9	MARCH6	97	600
ENST00000580018.3	TIMM23	97	675
ENST00000421745.6	BIRC6	138	803
ENST00000314922.3	PENK	0	0
ENST00000262483.12	PITPNM3	1	2
ENST00000265350.8	MED20	20	159
ENST00000304790.3	HSFY2	0	0
ENST00000360057.7	TPK1	2	11
ENST00000376687.3	SUV39H1	45	331
ENST00000233596.7	REEP6	9	80
ENST00000298966.6	SMCO4	4	21
ENST00000513000.5	INPP4B	0	2
ENST00000372561.3	PPCS	21	179
ENST00000324642.3	SLC6A18	0	0
ENST00000176195.3	SCT	0	0
ENST00000367341.5	RAET1L	3	9
ENST00000442999.3	A3GALT2	0	0
ENST00000381055.7	ADAMTS6	0	1
ENST00000284031.12	DDAH1	39	170
ENST00000504104.1	USP17L30	0	0
ENST00000377710.9	MGME1	71	359
ENST00000532602.1	PCDHA9	0	1
ENST00000324366.12	PRMT5	249	1739
ENST00000321424.7	SIGLEC8	0	0
ENST00000334268.8	TRDN	0	0
ENST00000275169.4	GPR6	0	0
ENST00000341156.8	B4GALNT1	2	12
ENST00000430710.7	CHD8	96	590
ENST00000221114.7	DCTN6	27	199
ENST00000491431.1	ZNF786	19	71
ENST00000620693.4	PACSIN1	1	8
ENST00000362005.7	BRDT	0	0
ENST00000380647.7	CNTLN	19	93
ENST00000342232.4	JPH1	30	158
ENST00000311180.8	PDE12	120	824
ENST00000329474.6	CARMIL1	14	65
ENST00000371833.3	BEND5	0	6
ENST00000323037.4	ZNRF2	6	34
ENST00000619087.4	RBP1	16	94
ENST00000292079.6	FXYD2	0	0
ENST00000389658.3	LAMA1	31	192
ENST00000354042.8	SLC13A4	0	6
ENST00000398576.6	LCP1	5	34
ENST00000217901.9	IDH3G	143	937
ENST00000222214.9	GCDH	36	217
ENST00000396402.5	CYP19A1	0	0
ENST00000378802.4	CYP4V2	10	50
ENST00000307961.10	RPL4	2973	19458
ENST00000337231.5	CDR2L	4	39
ENST00000358321.3	SUSD2	1	1
ENST00000197268.12	FAM234B	39	182
ENST00000368476.3	CHRNB2	0	0
ENST00000308074.4	SLC37A2	0	0
ENST00000512729.5	TRIML2	0	0
ENST00000535679.5	SULT6B1	0	0
ENST00000333371.7	VPS33B	9	69
ENST00000349533.10	LEPR	7	50
ENST00000361640.4	AKR7A3	8	64
ENST00000303786.4	PROKR1	0	0
ENST00000326152.5	HSD11B2	2	8
ENST00000337940.4	NR1I2	0	1
ENST00000303115.7	IL7R	0	0
ENST00000378993.5	IL1RAPL1	0	0
ENST00000396593.6	CARHSP1	62	372
ENST00000283415.3	LPCAT1	41	288
ENST00000275300.2	SLC22A3	0	0
ENST00000450736.6	SLC16A5	0	0
ENST00000594369.5	ZNF446	6	55
ENST00000259211.6	IL36A	0	0
ENST00000346208.3	GATA3	27	146
ENST00000378090.8	C12orf73	7	42
ENST00000259365.8	TMOD1	12	64
ENST00000371383.6	ENPP5	1	6
ENST00000412307.3	C10orf55	0	0
ENST00000367570.5	CACNA1E	0	0
ENST00000261845.6	MAPK6	16	102
ENST00000377961.2	SCGN	0	0
ENST00000307102.9	MAP2K1	70	478
ENST00000228825.11	ARPC3	181	1339
ENST00000316757.3	APBA3	9	56
ENST00000273375.7	RABL3	26	151
ENST00000287387.6	WDYHV1	4	27
ENST00000252622.14	LSM7	102	728
ENST00000412723.5	PIGZ	1	2
ENST00000544216.7	LSM14A	99	710
ENST00000505065.1	CDC42SE2	6	28
ENST00000375978.4	FOXS1	0	0
ENST00000380542.8	NAP1L4	191	1141
ENST00000375743.8	ZBTB17	11	60
ENST00000300619.11	ZNF91	2	35
ENST00000379221.3	DNAJC15	0	0
ENST00000376032.8	TEX30	4	41
ENST00000504209.1	USP17L18	0	0
ENST00000359623.8	LRRC61	6	57
ENST00000263339.3	IL1A	0	0
ENST00000329956.10	LRRC36	0	2
ENST00000446108.5	RBM17	56	514
ENST00000560104.1	BLID	0	0
ENST00000380155.3	SYAP1	129	930
ENST00000487519.5	TFAM	100	739
ENST00000360351.8	MAP2	0	7
ENST00000585313.5	IFT20	9	44
ENST00000546254.3	PRB1	0	0
ENST00000626650.2	ZNF280B	6	32
ENST00000323013.6	RRP7A	186	1201
ENST00000562783.1	GOLGA8Q	1	0
ENST00000334000.7	C5orf38	0	0
ENST00000352689.10	MKLN1	61	316
ENST00000321297.9	ATG16L2	2	16
ENST00000380167.8	ATP6AP1L	0	4
ENST00000442267.2	TBC1D9	7	92
ENST00000381132.6	RCAN1	8	63
ENST00000334181.4	ZNF749	6	36
ENST00000366844.7	ENAH	150	918
ENST00000392386.7	CRLF1	2	11
ENST00000351797.8	FAM114A2	49	261
ENST00000419474.4	ZFHX2	5	22
ENST00000320334.4	OLFML3	1	2
ENST00000331628.7	SYNDIG1L	0	0
ENST00000254480.9	SMARCC1	280	1875
ENST00000373450.4	UGT1A8	0	0
ENST00000281017.7	TMEM18	48	254
ENST00000383729.8	P4HTM	0	1
ENST00000373616.9	MTCH1	218	1361
ENST00000399742.6	FAM166B	0	2
ENST00000242480.3	EGR2	0	3
ENST00000263636.4	LY75	0	0
ENST00000448276.6	SMARCD2	71	506
ENST00000244576.8	ZNF391	2	11
ENST00000336174.11	STRADA	13	81
ENST00000295082.2	KCNF1	0	2
ENST00000321897.9	VARS2	17	182
ENST00000419755.3	AP002748.4	13	103
ENST00000331491.1	HIST2H3D	1567	9759
ENST00000392842.5	RFX4	0	0
ENST00000246117.8	NCLN	99	596
ENST00000373426.3	UGT1A7	0	0
ENST00000409753.7	JPT1	184	1089
ENST00000301031.8	SPATA33	6	17
ENST00000328299.3	ST6GALNAC3	2	32
ENST00000378434.8	LPAR6	0	1
ENST00000275884.10	DENND2A	0	2
ENST00000366910.9	MARC1	38	254
ENST00000327987.8	IGDCC3	0	17
ENST00000265708.8	ADAM2	0	0
ENST00000280098.8	SPOPL	2	30
ENST00000377526.3	AUP1	64	395
ENST00000378402.9	PKHD1L1	0	1
ENST00000285947.4	SETD9	3	22
ENST00000323206.1	TMEM102	4	31
ENST00000366541.7	SDCCAG8	10	80
ENST00000333244.5	AHNAK2	12	65
ENST00000336125.5	ARL17A	13	81
ENST00000276616.2	PSKH2	0	0
ENST00000369752.5	DENND2D	0	0
ENST00000312492.2	HOXC5	0	2
ENST00000327697.10	RNF123	37	227
ENST00000250498.8	DAD1	150	1020
ENST00000355999.4	STK39	22	185
ENST00000310346.8	TBX5	0	0
ENST00000267807.11	ZNF280D	5	40
ENST00000339137.7	C9orf153	0	0
ENST00000304141.4	CAVIN2	0	0
ENST00000405510.5	SUN2	42	293
ENST00000378569.2	CCL7	0	0
ENST00000563137.6	ZNF423	1	16
ENST00000373079.3	NAP1L3	19	141
ENST00000589913.5	RPL27	1604	10028
ENST00000393085.3	MTPN	136	945
ENST00000355520.5	OPHN1	6	27
ENST00000370078.1	PRMT6	45	321
ENST00000412622.5	PHLDB2	7	31
ENST00000393868.6	SUCLG1	163	1001
ENST00000621943.4	ELOVL1	35	298
ENST00000372409.7	PCIF1	27	195
ENST00000374382.3	GDPD2	0	0
ENST00000369947.4	HTR1B	0	1
ENST00000367972.8	FCGR2A	0	0
ENST00000335613.9	VWCE	1	0
ENST00000356392.8	CCDC151	1	11
ENST00000292476.9	CPSF4	38	167
ENST00000465419.6	MINDY4B	0	0
ENST00000261937.10	FLT4	28	243
ENST00000373640.4	C2orf72	2	8
ENST00000373672.7	COL16A1	0	2
ENST00000327857.6	DEFA3	0	0
ENST00000326016.10	ARHGEF4	1	11
ENST00000402905.7	CARF	1	1
ENST00000261772.12	AARS	290	1821
ENST00000306658.7	KRT28	0	0
ENST00000355285.9	APCDD1	1	7
ENST00000274773.11	TRIM7	4	12
ENST00000423778.6	KY	0	2
ENST00000370315.3	MB21D1	0	0
ENST00000507918.5	SPDYE2	0	0
ENST00000296792.8	UTP15	56	463
ENST00000610821.4	LRP5L	0	1
ENST00000347615.6	SMG7	50	389
ENST00000418234.6	PPP1R13L	4	44
ENST00000420993.6	NCAPH2	117	690
ENST00000206513.5	CEBPE	0	0
ENST00000253673.5	ADGRE3	0	0
ENST00000265720.7	DUS4L	3	41
ENST00000284154.9	GRAP	0	0
ENST00000318911.4	CYC1	334	2200
ENST00000368762.1	SPRR1A	0	0
ENST00000338087.9	SLA	0	1
ENST00000473265.2	NXF5	0	0
ENST00000427199.2	TICAM2	1	2
ENST00000253083.8	HIP1R	17	109
ENST00000425520.1	FRG2B	0	2
ENST00000347063.8	RNF175	0	12
ENST00000348547.6	ERGIC3	118	765
ENST00000380009.8	ARSK	10	45
ENST00000335174.5	ANKRD37	0	5
ENST00000335125.10	DHRS4L2	15	71
ENST00000233057.8	EIF2AK2	43	220
ENST00000379483.3	KBTBD7	23	142
ENST00000399677.3	PRSS41	0	0
ENST00000265239.10	IQCG	5	28
ENST00000389156.8	FAM169A	20	99
ENST00000265922.7	BRINP1	0	0
ENST00000518157.1	SBSN	0	0
ENST00000399080.2	RAD51AP2	0	0
ENST00000302495.4	HTRA4	0	0
ENST00000216336.2	CTSG	0	0
ENST00000543253.5	GPRASP2	23	209
ENST00000046640.7	CTNS	12	97
ENST00000539276.6	ATP2A2	268	1693
ENST00000394549.6	DNASE1L3	0	0
ENST00000331758.7	SS18L1	7	38
ENST00000332323.10	ZNF534	0	1
ENST00000613352.1	AC008162.2	0	0
ENST00000312849.4	LSMEM1	0	0
ENST00000369002.8	SEC63	102	638
ENST00000345096.8	TBC1D28	0	0
ENST00000400113.7	TUBA3C	1	2
ENST00000286733.8	NAAA	9	34
ENST00000292841.9	ZNF585A	2	13
ENST00000615439.4	RASGRP4	0	0
ENST00000518149.5	NKX2-1	2	5
ENST00000346736.6	C19orf57	10	75
ENST00000302754.5	JUNB	12	76
ENST00000223459.10	ZNF688	3	21
ENST00000518529.6	SFTA3	1	3
ENST00000307659.5	KIAA0232	6	43
ENST00000266943.10	SLC46A3	0	13
ENST00000468660.5	KLF8	1	2
ENST00000262585.6	DENND3	5	44
ENST00000249910.5	MBD4	22	128
ENST00000298296.1	MAGEC3	0	0
ENST00000284382.8	CERS3	0	0
ENST00000318607.9	PABPC1	498	3354
ENST00000377694.1	IGFBPL1	17	120
ENST00000307360.5	PCDHA10	0	1
ENST00000357137.8	XPNPEP3	31	218
ENST00000394810.2	SYNPO2L	0	1
ENST00000263038.8	PHYH	27	150
ENST00000358102.7	NR3C2	9	44
ENST00000355083.9	TMEM110	5	33
ENST00000620438.1	HIST3H2BB	630	4122
ENST00000358993.2	SPANXC	0	0
ENST00000264380.8	PIKFYVE	34	184
ENST00000372022.5	SURF6	67	374
ENST00000266742.8	NEDD1	36	201
ENST00000389384.8	ATXN7L3	5	44
ENST00000328596.10	TNFRSF18	0	0
ENST00000485972.5	CDK5	53	295
ENST00000591046.1	ZNF524	0	10
ENST00000256339.8	UNC79	0	0
ENST00000305363.8	TMPRSS11E	0	0
ENST00000320188.9	SWI5	32	134
ENST00000367321.7	MTHFD1L	139	889
ENST00000380607.4	SH3GL2	6	49
ENST00000333535.8	SCN5A	9	44
ENST00000636696.1	AC113189.6	0	0
ENST00000268042.6	ARRDC4	18	129
ENST00000327726.10	CFD	20	85
ENST00000475243.5	VAPB	63	407
ENST00000526991.2	CHMP1B	17	110
ENST00000561981.2	FRRS1L	0	1
ENST00000606109.1	KPRP	0	0
ENST00000368140.5	PYHIN1	0	0
ENST00000317551.10	CERS5	17	109
ENST00000595646.5	ZNF468	0	10
ENST00000541412.5	TMEM14C	61	432
ENST00000219400.7	CMC2	14	93
ENST00000319006.7	TALDO1	283	1889
ENST00000011619.5	RANBP9	70	322
ENST00000439373.2	METTL11B	0	3
ENST00000295633.7	FSTL1	51	431
ENST00000562532.2	XKR7	0	0
ENST00000638102.1	CCDC195	0	0
ENST00000421593.6	SLCO1B7	0	0
ENST00000469520.6	BPNT1	67	413
ENST00000409003.4	SAMD12	1	8
ENST00000297338.6	RAD21	191	985
ENST00000381006.7	RUFY3	21	81
ENST00000328664.8	RHD	0	0
ENST00000400125.6	SPAG11A	0	0
ENST00000270776.12	PGD	279	1844
ENST00000262879.10	RALGAPB	36	212
ENST00000252244.3	KRT1	0	1
ENST00000519289.1	C8orf44-SGK3	4	22
ENST00000398392.2	CGGBP1	43	313
ENST00000221459.6	LIN7B	2	14
ENST00000309428.9	RETREG3	40	207
ENST00000240652.7	IAPP	0	0
ENST00000622451.1	TMEM99	10	52
ENST00000469044.5	ARMC8	20	147
ENST00000253407.3	C1QL1	2	9
ENST00000244221.8	PAIP2B	10	51
ENST00000376207.8	FOXP3	0	0
ENST00000394576.2	PCDHGA2	0	2
ENST00000359963.4	CCT8L2	0	0
ENST00000330753.5	FLRT2	1	5
ENST00000400556.7	PPP4R1	15	172
ENST00000373030.7	IFT52	25	168
ENST00000251143.9	C16orf62	58	349
ENST00000248899.10	NCF4	0	0
ENST00000216133.9	CBX7	0	8
ENST00000298943.3	C1QL3	0	0
ENST00000303434.8	TRABD	66	444
ENST00000381883.3	PLPP6	13	55
ENST00000355315.7	CHCHD7	24	199
ENST00000372548.8	CXorf57	196	1009
ENST00000371265.4	BSND	0	0
ENST00000511280.1	USP17L22	0	0
ENST00000529716.5	NPIPB8	0	1
ENST00000316403.14	CLU	24	115
ENST00000273352.7	ADGRG7	0	0
ENST00000487349.5	ASB14	0	0
ENST00000397049.2	NUDT1	48	365
ENST00000291294.6	PTGIR	0	0
ENST00000342045.6	BABAM2	72	398
ENST00000398226.7	SELENOS	51	310
ENST00000304381.9	TMC7	4	28
ENST00000321030.8	PRPF31	116	683
ENST00000371279.3	PARS2	7	59
ENST00000443649.7	DIABLO	69	360
ENST00000323319.6	CLDN22	0	0
ENST00000452335.2	DYTN	0	0
ENST00000382835.2	KRTAP27-1	0	0
ENST00000321691.3	C17orf47	0	0
ENST00000285968.10	NUP205	424	2887
ENST00000402217.7	C22orf15	0	0
ENST00000380911.3	CER1	0	0
ENST00000372027.9	MMRN2	0	0
ENST00000250416.9	PARP2	59	406
ENST00000409668.1	TMEM150A	2	21
ENST00000640769.1	RTTN	19	119
ENST00000552242.5	ATP5G2	553	3833
ENST00000282146.4	KCNK13	0	0
ENST00000280245.8	CCDC83	0	0
ENST00000372435.8	PRPS1	262	1734
ENST00000439151.6	NSD1	108	727
ENST00000246071.7	SNRPB2	106	732
ENST00000326153.9_PAR_Y	GTPBP6	33	197
ENST00000400752.5	ZG16	0	0
ENST00000641905.1	OR56A3	0	0
ENST00000604534.5	TMEM56-RWDD3	1	10
ENST00000504686.1	PTTG2	11	57
ENST00000374160.7	LRRC18	0	0
ENST00000274382.8	LIX1	0	2
ENST00000328024.10	RAB11B	70	428
ENST00000230361.3	GUCA1B	0	0
ENST00000620250.1	CCL4L2	0	0
ENST00000261891.7	DAPK2	1	4
ENST00000360945.6	TOMM20L	0	0
ENST00000558402.5	APBA2	14	141
ENST00000318438.6	SYCN	0	0
ENST00000312962.10	KRI1	78	473
ENST00000240316.4	COIL	73	430
ENST00000475092.3	C1GALT1C1L	1	6
ENST00000398640.6	PCDHA11	0	0
ENST00000272732.10	SCRN3	21	134
ENST00000611509.4	CUTA	123	820
ENST00000301258.4	PSCA	0	0
ENST00000375478.3	NXPE4	0	0
ENST00000299415.2	CCDC182	0	0
ENST00000327158.4	TIMM22	57	334
ENST00000641810.1	OR2A42	0	0
ENST00000332314.3	MRGPRG	0	0
ENST00000339659.8	DYRK1A	20	149
ENST00000392562.5	GRB2	89	575
ENST00000642047.1	OR10A3	0	0
ENST00000394222.7	ARL13B	22	96
ENST00000341744.7	PMEPA1	2	21
ENST00000356950.1	HIST1H2BK	920	5959
ENST00000341893.7	CEP97	33	183
ENST00000290552.7	IRX6	0	2
ENST00000553558.5	HEATR4	0	0
ENST00000241337.8	GSTM2	41	228
ENST00000304374.3	DRD5	0	0
ENST00000247977.8	FBXL12	14	111
ENST00000261693.10	SCARB1	44	316
ENST00000574788.5	USP6	4	10
ENST00000328404.7	CATSPERZ	0	4
ENST00000229314.9	GOLT1B	20	163
ENST00000382722.9	CACNA2D4	1	2
ENST00000313833.4	FBXO34	6	42
ENST00000402357.5	FAM19A5	0	0
ENST00000525451.6	CFL1	991	5789
ENST00000392547.6	WIPF1	17	64
ENST00000306077.4	TMEM43	63	427
ENST00000435030.5	KIF5C	4	34
ENST00000399703.5	ANKRD18A	4	23
ENST00000372396.3	KDM4A	65	472
ENST00000548191.1	C12orf76	0	0
ENST00000257904.10	CDK4	190	1072
ENST00000368176.7	FCRL1	0	0
ENST00000286070.9	RBM45	9	71
ENST00000340951.8	EXD3	1	15
ENST00000445409.6	OAS1	0	0
ENST00000359201.6	AL365205.1	2	1
ENST00000270517.11	ECSIT	35	302
ENST00000343325.8	ZNF791	10	58
ENST00000309575.4	CHST2	0	11
ENST00000322563.7	WNT11	3	23
ENST00000271417.7	ILDR2	1	9
ENST00000304916.3	FAM84B	51	376
ENST00000629685.2	AC013394.1	3	6
ENST00000348127.10	IMPDH1	62	453
ENST00000378803.5	CDKL4	0	0
ENST00000376112.3	ID1	36	252
ENST00000517434.2	PCDHGA6	0	0
ENST00000227348.8	CRTAM	0	0
ENST00000370332.5	GFI1	6	8
ENST00000428931.5	UBAP2L	453	2733
ENST00000234453.9	PLEKHA3	4	44
ENST00000259357.3	OR1J1	0	0
ENST00000354514.5	H2AFB2	0	2
ENST00000361566.7	KRT19	0	0
ENST00000395079.2	OR10W1	0	0
ENST00000306908.9	ZNF57	2	30
ENST00000373279.5	C10orf35	11	42
ENST00000422440.6	SLC25A12	13	126
ENST00000393405.6	SNX11	10	83
ENST00000305364.8	TRIM35	16	91
ENST00000256538.8	DPH6	19	106
ENST00000418316.1	OR6V1	0	0
ENST00000199280.3	AQP2	0	0
ENST00000416314.5	KIAA1324L	8	48
ENST00000270225.11	SAE1	195	1295
ENST00000264158.12	RAB3GAP1	85	595
ENST00000373345.8	ARHGAP40	0	0
ENST00000389017.5	BORCS6	8	46
ENST00000379500.6	CMTM1	1	5
ENST00000373178.4	ADPRHL2	38	243
ENST00000356406.9	ACOX3	13	106
ENST00000391354.1	KRTAP9-7	0	0
ENST00000304434.10	ELOVL5	96	706
ENST00000397081.7	RAPGEF4	3	25
ENST00000261488.10	ENOX1	4	15
ENST00000251864.6	TDRD1	0	0
ENST00000286096.8	KDM8	10	68
ENST00000216487.11	RIN3	5	27
ENST00000533099.5	RNPC3	11	80
ENST00000252603.6	PGLS	89	527
ENST00000081029.7	MRPS35	121	740
ENST00000297439.3	DEFB1	0	0
ENST00000484800.6	MCM10	123	742
ENST00000265686.7	TCIRG1	1	21
ENST00000215886.5	LGALS2	0	0
ENST00000257860.8	PRPH	0	6
ENST00000326139.6	GHRHR	0	0
ENST00000366475.1	OR2T4	0	0
ENST00000356518.6	ADAM33	0	0
ENST00000354377.7	ZNF774	0	13
ENST00000272190.8	REN	0	0
ENST00000375799.7	PLEKHM2	19	124
ENST00000395159.6	TIMM9	17	121
ENST00000378823.7	RAD50	67	436
ENST00000476320.5	SMIM29	2	13
ENST00000373479.8	RNF8	44	294
ENST00000361362.6	ZFP2	0	1
ENST00000392927.7	SYCP3	0	0
ENST00000302987.8	IL16	0	2
ENST00000264497.7	IL21	0	0
ENST00000264993.7	CDV3	176	985
ENST00000308721.9	BCL2L14	0	0
ENST00000245838.12	THOC2	124	724
ENST00000373913.7	DLGAP4	9	61
ENST00000264029.8	TREH	0	1
ENST00000279387.11	PPP4C	218	1319
ENST00000245903.3	CD70	1	10
ENST00000345913.8	TPO	0	0
ENST00000397118.7	JPH4	0	0
ENST00000297857.3	ZHX1	23	212
ENST00000576629.5	LRRC37A2	5	19
ENST00000211998.9	VCL	214	1128
ENST00000353234.4	ANKS6	17	102
ENST00000367166.4	TFB1M	27	161
ENST00000381089.7	VCX3A	0	0
ENST00000246090.5	BANF2	0	0
ENST00000294454.5	SLC25A34	0	0
ENST00000300215.7	EPB42	0	0
ENST00000371250.3	PLPP3	9	69
ENST00000291759.4	LILRA4	0	0
ENST00000264065.11	DNAJC10	29	210
ENST00000378578.8	DYNLT3	10	88
ENST00000389202.2	ITGAD	0	2
ENST00000322110.7	OR51F2	0	0
ENST00000374737.8	VSIG4	0	0
ENST00000257909.7	TROAP	41	263
ENST00000274063.4	SFRP2	9	32
ENST00000423955.6	KRT86	0	5
ENST00000225792.9	DDX5	1012	6397
ENST00000375406.1	ACTL8	3	10
ENST00000341524.5	KCNAB2	5	39
ENST00000640853.1	LPP	29	203
ENST00000376257.7	TCF19	10	90
ENST00000373358.7	PBDC1	47	361
ENST00000257974.2	KRT82	0	0
ENST00000434772.7	ZNF223	3	7
ENST00000621517.1	GJA5	0	0
ENST00000382095.8	SPATA13	1	11
ENST00000338487.5	DUPD1	0	0
ENST00000466675.5	RARRES2	0	1
ENST00000437723.1	AC069368.1	0	6
ENST00000229134.4	IL26	0	1
ENST00000344839.3	BSPH1	0	0
ENST00000367935.9	SPATA46	0	0
ENST00000263233.8	SYP	23	117
ENST00000373642.1	GPR21	0	0
ENST00000368468.3	MAN1A1	45	269
ENST00000370053.2	STMN3	29	308
ENST00000289547.8	NPC1L1	1	2
ENST00000057513.7	TNIP3	0	0
ENST00000296581.10	LSM6	25	212
ENST00000262873.11	MYH7B	0	0
ENST00000340630.9	IFT27	39	359
ENST00000611712.4	LIG4	3	37
ENST00000468317.2	AL360181.3	14	114
ENST00000254442.7	WDR7	27	140
ENST00000262031.9	RBMS2	4	32
ENST00000340457.8	UPK3BL1	35	263
ENST00000331808.4	DEXI	5	33
ENST00000399575.6	OPRPN	0	0
ENST00000296438.9	FBXW12	0	1
ENST00000267294.4	ZIC5	29	186
ENST00000565263.5	DUS2	20	132
ENST00000284523.1	WNT3A	0	0
ENST00000360383.7	CDC16	38	231
ENST00000371620.3	PAXX	24	192
ENST00000321617.7	CASKIN2	5	70
ENST00000417955.5	NAPEPLD	3	32
ENST00000634811.1	CSNK1G1	6	31
ENST00000403807.3	VPREB1	0	0
ENST00000391701.1	ZNF552	3	35
ENST00000360467.5	COL4A2	61	341
ENST00000558325.2	AL136295.3	1	7
ENST00000285599.7	MAN2B2	6	87
ENST00000370287.7	CSAG1	1	7
ENST00000395473.6	LGALS9	0	2
ENST00000357203.7	C3orf18	0	2
ENST00000409043.5	XIRP2	0	0
ENST00000296091.8	ZNF502	1	5
ENST00000368723.3	S100A7	0	0
ENST00000399794.6	RBMXL1	173	975
ENST00000257915.9	TFCP2	47	263
ENST00000361028.5	ZSCAN12	6	57
ENST00000275162.9	CLVS2	1	3
ENST00000338682.7	ANKRD34B	0	1
ENST00000225728.7	MED31	20	131
ENST00000354488.7	DDRGK1	52	281
ENST00000381365.3	C17orf107	0	0
ENST00000400590.7	ZDHHC20	14	92
ENST00000335815.6	ZNF354A	8	66
ENST00000327247.9	GBA	50	266
ENST00000429772.6	TMEM106C	43	255
ENST00000264554.10	SHC2	4	20
ENST00000442396.6	ZNF839	6	36
ENST00000332857.6	SPATA31A6	0	0
ENST00000369783.4	CALHM3	0	0
ENST00000286067.4	LCOR	25	201
ENST00000282030.5	SETBP1	3	20
ENST00000265627.9	PON3	0	0
ENST00000514985.5	SELENOP	21	125
ENST00000391713.5	ZSCAN5A	1	16
ENST00000276218.3	GPR119	0	0
ENST00000368662.9	TUBE1	12	116
ENST00000371942.7	REXO4	50	299
ENST00000331738.11	RSRC2	47	399
ENST00000315891.10	SLC41A3	20	150
ENST00000253048.9	ZC3H4	61	424
ENST00000512626.2	GOLGA8K	1	0
ENST00000551956.1	KRT4	0	1
ENST00000360213.1	OR52M1	0	0
ENST00000398145.6	HPS4	19	131
ENST00000397060.8	SLC17A3	0	0
ENST00000252723.2	EPO	0	0
ENST00000271620.7	PRUNE1	32	160
ENST00000377227.8	UIMC1	37	219
ENST00000393035.6	FAIM	51	237
ENST00000481508.1	SSBP1	309	1717
ENST00000360675.7	LGALS14	0	0
ENST00000355621.7	UBE2H	16	110
ENST00000313221.8	FBXL13	0	2
ENST00000362003.9	PCGF3	5	45
ENST00000362012.6	PTGS1	0	1
ENST00000356956.5	IGF2R	105	643
ENST00000308268.10	PSMA8	0	0
ENST00000641668.1	OR9G4	0	0
ENST00000610966.4	SVOP	0	3
ENST00000367817.3	DPT	0	0
ENST00000264079.10	MCOLN1	12	81
ENST00000448012.6	NPIPB3	1	5
ENST00000072644.6	YIPF1	12	75
ENST00000378643.7	FANCG	17	86
ENST00000236051.2	EBNA1BP2	173	1040
ENST00000308700.6	ISX	0	0
ENST00000356575.8	MEGF6	0	8
ENST00000239938.4	EGR1	5	39
ENST00000338897.3	KRTDAP	0	2
ENST00000392676.7	ABCA5	4	23
ENST00000256190.12	SBF2	12	77
ENST00000399143.8	DCDC2C	0	1
ENST00000220592.9	AGO2	65	326
ENST00000410091.7	CDK15	0	1
ENST00000263925.7	LNX1	0	1
ENST00000409261.5	NCKAP5	1	1
ENST00000394621.6	STEAP2	8	44
ENST00000541961.5	DPP3	47	330
ENST00000414542.6	BLCAP	12	93
