tx_id	gene_name	NEBNext_20_34	undepleted_20_34	NEBNext_20_60	undepleted_20_60
ENST00000360461.9	PLEKHG4	28	5	11	6
ENST00000613385.4	C18orf32	2	0	1	0
ENST00000254181.8	USP29	0	0	0	0
ENST00000598963.2	HSFX2	0	0	0	0
ENST00000270792.9	SH3BGRL3	84	42	36	7
ENST00000392634.8	INF2	10	4	3	0
ENST00000420843.6	ARRB1	5	3	6	0
ENST00000311506.9	METTL2A	30	10	19	2
ENST00000329235.6	AP1S2	7	3	2	0
ENST00000262551.8	OGN	0	0	0	0
ENST00000622206.1	TBC1D3C	0	0	0	0
ENST00000308153.8	H2AFV	81	19	42	10
ENST00000558026.1	IGKV2D-28	0	0	0	0
ENST00000379847.7	NDUFB6	51	27	35	4
ENST00000372330.3	MMP9	0	0	0	0
ENST00000378970.4	NR0B1	0	0	0	0
ENST00000321039.4	VN1R1	0	0	0	0
ENST00000528848.2	CSNK2A3	16	13	8	7
ENST00000358220.5	WDR37	2	0	4	0
ENST00000267935.12	COMMD4	44	15	16	4
ENST00000543500.2	MTRNR2L3	0	0	0	0
ENST00000379607.9	EIF1AX	52	59	23	12
ENST00000221543.9	TBC1D17	8	2	4	0
ENST00000368851.9	SLC16A10	2	0	0	0
ENST00000222567.5	TWISTNB	18	12	7	4
ENST00000641149.1	OR2B11	0	0	0	0
ENST00000216218.7	ST13	195	86	78	27
ENST00000333449.8	TMEM179B	23	5	11	1
ENST00000394636.8	IRX5	0	3	0	0
ENST00000308982.11	ACAD9	17	9	4	0
ENST00000420124.2	KMT2B	16	7	8	2
ENST00000374555.7	MDS2	0	0	0	0
ENST00000368926.5	C1orf56	0	0	0	0
ENST00000634648.1	CENPVL2	0	0	0	0
ENST00000331289.4	ASCL2	1	0	0	0
ENST00000611055.4	NTMT1	29	12	15	2
ENST00000263187.3	MSH4	0	0	0	0
ENST00000289382.7	CNOT11	26	24	20	6
ENST00000374450.7	EIF6	114	42	62	13
ENST00000377205.5	NMNAT1	8	5	7	2
ENST00000400093.3	ATP5J	196	61	87	17
ENST00000509403.6	AC010255.3	0	0	0	0
ENST00000247225.6	SGPP1	2	3	1	0
ENST00000331162.8	ZNF479	0	0	0	0
ENST00000394571.3	PNPLA1	0	0	0	0
ENST00000269187.9	SLC39A6	13	2	5	0
ENST00000336278.8	SNTB2	10	6	3	1
ENST00000377050.4	UBD	0	0	0	0
ENST00000347343.6	AURKA	66	37	30	2
ENST00000597850.1	ZIK1	0	0	1	0
ENST00000356239.7	AKAP9	25	9	10	1
ENST00000555868.1	TMEM30B	0	0	0	0
ENST00000397066.8	CCNF	45	21	15	6
ENST00000334047.11	F3	0	0	0	0
ENST00000263997.10	SLC7A6OS	4	4	9	0
ENST00000373045.10	MANEAL	3	1	0	0
ENST00000302907.8	RPS9	460	280	229	55
ENST00000340356.8	SOX18	6	3	5	0
ENST00000408916.1	TAS2R41	0	0	0	0
ENST00000296589.8	SLC45A2	0	0	0	0
ENST00000336934.9	STARD13	0	0	1	0
ENST00000295550.8	COL6A3	0	0	0	0
ENST00000572195.2	OVCA2	8	1	2	1
ENST00000233638.7	TLX2	0	0	0	0
ENST00000360768.3	VKORC1L1	8	6	3	3
ENST00000233146.6	MSH2	104	51	52	14
ENST00000361113.9	ZNF627	3	3	2	0
ENST00000550735.6	MAPKAPK5	6	3	1	0
ENST00000552995.5	CMKLR1	0	0	0	0
ENST00000616433.4	ANGPTL8	0	0	0	0
ENST00000461745.5	ROBO2	3	1	2	1
ENST00000305233.5	PWWP2B	1	1	0	0
ENST00000373425.7	ANGPTL2	0	0	0	0
ENST00000358842.4	GK2	0	0	0	0
ENST00000327705.13	BTNL9	7	4	3	1
ENST00000264193.2	CPOX	34	11	17	2
ENST00000308177.4	PCDHGC3	0	0	0	0
ENST00000417220.6	PARP3	1	0	1	0
ENST00000371129.3	ANGPTL3	0	0	0	0
ENST00000342032.7	PPP1R17	0	0	0	0
ENST00000302708.8	ALKBH3	19	8	3	1
ENST00000534854.6	YAF2	12	2	1	0
ENST00000324048.9	ZNF687	11	9	7	0
ENST00000526406.5	GSDMD	0	0	0	0
ENST00000275358.7	VWDE	22	4	18	3
ENST00000466444.6	RWDD1	6	7	5	0
ENST00000400520.7	PLA2G2A	0	0	0	0
ENST00000577390.5	CDH8	0	0	0	0
ENST00000316375.2	C11orf42	0	0	0	0
ENST00000288266.7	APPL1	8	0	0	4
ENST00000432498.5	SFI1	1	2	5	0
ENST00000396705.9	TPI1	243	137	136	30
ENST00000220562.8	EXTL3	3	1	3	1
ENST00000262947.7	MYDGF	30	15	12	4
ENST00000322090.7	NIPSNAP2	26	9	13	8
ENST00000373016.3	FHL3	101	31	46	5
ENST00000505242.5	ZNF302	0	1	0	0
ENST00000377981.3	OR13J1	0	0	0	0
ENST00000505019.5	ZGRF1	9	2	0	2
ENST00000370162.7	POLL	6	0	2	0
ENST00000391958.6	ZNF233	0	0	0	0
ENST00000334160.5	KRTAP23-1	0	0	0	0
ENST00000451013.6	GTF2IRD2	1	1	2	0
ENST00000341928.6	EPB41L3	0	0	0	0
ENST00000341023.1	HIST1H2AD	194	62	79	21
ENST00000440886.1	LPAR3	0	0	0	0
ENST00000541421.2	SMLR1	0	0	0	0
ENST00000215530.6	FGF22	0	0	0	0
ENST00000372159.7	DDX31	19	6	6	4
ENST00000370536.4	SOX3	0	0	0	0
ENST00000352385.2	IGDCC4	1	0	0	0
ENST00000269195.5	GALNT1	20	6	8	2
ENST00000282032.3	ARL14EP	8	9	2	2
ENST00000304177.9	C15orf40	9	0	4	1
ENST00000380986.8	FKBP1B	0	0	0	0
ENST00000403903.7	ZGLP1	0	0	0	0
ENST00000533256.5	EPS8L2	0	0	1	0
ENST00000380916.8	ZDHHC21	0	0	0	0
ENST00000537894.5	FAM216B	0	0	0	0
ENST00000389727.8	RFLNA	0	0	0	0
ENST00000311912.5	TLR8	0	0	0	0
ENST00000358369.8	MIGA2	4	5	1	0
ENST00000368567.4	RPS27	735	197	235	42
ENST00000289248.6	RHBDL2	0	0	0	0
ENST00000378313.6	C19orf54	4	1	7	2
ENST00000413702.5	MUC7	0	0	0	0
ENST00000439211.6	DHFR	130	36	39	5
ENST00000278200.5	IMMP1L	3	3	4	0
ENST00000571244.2	MMP12	0	0	0	0
ENST00000297261.6	SHH	0	0	0	0
ENST00000275198.1	TAAR6	0	0	0	0
ENST00000370268.8	ZNF185	0	0	0	0
ENST00000372676.7	WFDC2	0	0	0	0
ENST00000504110.1	C4orf3	17	3	11	2
ENST00000507754.8	NDUFA13	26	27	14	2
ENST00000641732.1	OR1A1	0	0	0	0
ENST00000562221.1	AL512428.1	0	0	0	0
ENST00000380817.7	SBF1	5	3	3	0
ENST00000552810.5	CEP290	4	7	6	0
ENST00000428468.5	OSBPL9	48	18	24	7
ENST00000297142.3	NEUROD6	0	0	0	0
ENST00000448387.6	GOLGA8N	0	0	0	0
ENST00000267406.10	CBLN3	0	0	0	0
ENST00000253462.7	GINS2	25	7	17	1
ENST00000624234.3	EIF3L	280	70	83	15
ENST00000291535.11	UBASH3A	1	0	0	0
ENST00000520429.5	CCNC	638	10	300	1
ENST00000378302.6	RCBTB1	3	0	1	2
ENST00000497771.5	LCN10	0	0	0	0
ENST00000258456.2	GPR45	0	0	0	0
ENST00000371970.2	TRPC5OS	0	0	0	0
ENST00000608443.5	FKBP8	58	25	30	3
ENST00000215570.7	TIMM13	30	12	14	2
ENST00000389682.7	TSN	81	28	31	8
ENST00000342988.7	SMAD4	22	4	13	1
ENST00000341511.10	ABCA2	6	0	2	1
ENST00000369816.4	ELOVL4	0	0	0	0
ENST00000373176.5	AK1	10	11	7	0
ENST00000378789.3	HAO1	0	0	0	0
ENST00000519846.5	CLVS1	0	0	0	0
ENST00000229329.6	CMAS	42	14	25	5
ENST00000380770.3	ICAM4	16	4	9	0
ENST00000285243.6	ANKRD40	5	0	2	0
ENST00000250340.8	CLEC11A	11	6	9	0
ENST00000335238.4	OR4C12	0	0	0	0
ENST00000199448.8	EPDR1	0	0	0	0
ENST00000334286.7	EDNRB	0	0	0	0
ENST00000292672.6	CELF5	0	0	0	0
ENST00000366472.5	SH3BP5L	3	0	5	0
ENST00000379942.4	PHKA2	11	6	12	2
ENST00000355528.8	TBCD	39	15	14	4
ENST00000360635.7	ITGB1BP1	2	0	1	1
ENST00000619162.4	ANXA8L1	0	0	0	0
ENST00000302609.7	ZNF25	1	0	0	0
ENST00000551765.5	GATC	3	3	1	1
ENST00000372677.7	BEX2	1	0	1	0
ENST00000317635.5	TMEM11	9	3	0	2
ENST00000374255.6	PTBP3	82	43	47	7
ENST00000442697.6	DNAJB14	3	3	5	0
ENST00000297625.7	KIAA1161	0	0	0	0
ENST00000455600.1	RUSC2	5	3	1	0
ENST00000373880.8	PHYHIPL	0	0	0	0
ENST00000376980.7	DNAJC1	42	21	9	3
ENST00000381401.10_PAR_Y	SLC25A6	121	45	53	12
ENST00000258424.2	COX5B	193	86	83	27
ENST00000222249.13	KCNN1	0	0	0	0
ENST00000326577.8	TNFRSF12A	9	10	3	0
ENST00000361387.6	ZFP64	3	2	3	0
ENST00000348904.3	C7orf57	0	0	0	0
ENST00000442687.5	MEIKIN	0	0	0	0
ENST00000368789.1	LCE3E	0	0	0	0
ENST00000402077.7	KCTD17	0	0	0	0
ENST00000276704.5	C8orf76	8	3	6	1
ENST00000373031.4	TNMD	0	0	0	0
ENST00000260229.4	MMP27	0	0	0	0
ENST00000220913.9	CHRAC1	7	4	2	1
ENST00000539247.5	ARMCX6	0	1	0	0
ENST00000408991.3	C19orf73	0	0	0	0
ENST00000538474.5	SLC34A3	0	0	0	0
ENST00000370836.6	HS6ST2	0	0	0	0
ENST00000447857.7	CCDC155	0	0	1	0
ENST00000265872.10	CCAR1	66	39	19	3
ENST00000620267.1	PKD1L3	0	0	0	0
ENST00000617146.4	SRCIN1	0	0	0	0
ENST00000382387.3	C9orf66	1	0	0	0
ENST00000332908.6	FAM169B	0	0	0	0
ENST00000306917.4	FEM1B	11	7	2	3
ENST00000297436.2	DEFA6	0	0	0	0
ENST00000612042.4	PINLYP	0	0	0	0
ENST00000356433.9	DLL3	2	1	0	0
ENST00000296522.10	HPGD	4	1	1	0
ENST00000301364.9	TSR1	65	45	27	7
ENST00000275493.6	EGFR	0	0	0	0
ENST00000622269.1	AC091167.7	0	0	0	1
ENST00000353231.9	CLEC7A	0	0	0	0
ENST00000414691.7	ADTRP	9	4	3	0
ENST00000443060.6	KIF25	0	0	0	0
ENST00000511601.5	FHDC1	1	1	0	0
ENST00000315249.11	RFFL	0	2	1	0
ENST00000413199.1	PRR23C	0	0	0	0
ENST00000302014.10	CD14	0	0	0	0
ENST00000358731.8	BDP1	10	6	8	3
ENST00000273859.7	ATP10D	0	0	0	0
ENST00000274341.8	HAPLN1	0	0	0	0
ENST00000262077.2	NUP153	110	44	41	5
ENST00000545558.5	NOL8	20	7	13	4
ENST00000237353.14	PMFBP1	0	0	0	0
ENST00000268482.7	DHX38	73	15	31	2
ENST00000285737.8	LONP2	28	10	12	0
ENST00000555044.5	ZNF410	5	2	3	1
ENST00000340811.8	PKP2	0	0	0	0
ENST00000357606.7	DNAJC14	9	2	2	1
ENST00000473414.5	COMMD2	14	6	13	3
ENST00000621039.4	GRIP2	0	0	0	0
ENST00000391720.8	DNAAF3	6	3	0	0
ENST00000392038.6	AKT2	14	4	8	1
ENST00000372264.3	PLPP7	0	0	0	0
ENST00000457308.5	DHX57	17	5	4	2
ENST00000366774.3	TCTE3	0	0	1	0
ENST00000262067.4	TSPAN13	35	11	17	7
ENST00000331239.8	C11orf54	20	4	5	0
ENST00000253262.8	NUTM2F	0	0	0	0
ENST00000359333.7	TMEM139	0	0	0	0
ENST00000261308.9	PPWD1	28	9	6	1
ENST00000381774.8	CPPED1	15	10	12	2
ENST00000292513.3	PTGER1	0	0	0	0
ENST00000280571.9	RILPL2	7	2	4	0
ENST00000264220.6	PPAT	29	14	13	4
ENST00000296518.11	GUCY1A3	0	0	0	0
ENST00000394109.7	SUOX	12	2	1	2
ENST00000562076.1	AC010325.1	0	0	0	0
ENST00000397979.3	MAP2K7	30	13	14	2
ENST00000611540.4	ZNF74	8	1	4	0
ENST00000563594.5	DEF8	8	5	2	1
ENST00000302103.5	FUT9	0	0	0	0
ENST00000546361.6	CHERP	51	30	33	6
ENST00000359579.4	AKR1B10	0	0	0	0
ENST00000377004.8	C1orf127	0	0	0	0
ENST00000339020.7	SMIM15	5	4	1	0
ENST00000310614.11	MRPL48	19	8	12	2
ENST00000268184.10	CRTC3	4	2	2	1
ENST00000392920.7	EVL	1	2	1	0
ENST00000220764.6	DECR1	91	22	34	6
ENST00000370355.2	SCD	327	144	155	28
ENST00000525263.5	KLK12	0	0	0	0
ENST00000338128.12	ISYNA1	142	58	68	16
ENST00000297565.8	OSR2	0	1	2	0
ENST00000613694.4	IRAK4	6	2	3	0
ENST00000549117.5	CD63	91	36	57	11
ENST00000335420.9	KLHDC10	23	5	7	4
ENST00000641600.1	OR8H1	0	0	0	0
ENST00000301458.9	CD320	22	14	8	2
ENST00000302262.7	GAA	0	0	0	0
ENST00000296861.2	TNFRSF21	2	0	1	0
ENST00000349499.2	CLIC6	0	0	0	0
ENST00000005260.8	BAIAP2L1	14	4	10	0
ENST00000368708.7	S100A2	0	0	0	0
ENST00000338754.8	TPST2	24	8	8	5
ENST00000311269.9	MARCH10	0	0	0	0
ENST00000256404.7	PEBP4	0	0	0	0
ENST00000403799.7	GCK	0	0	0	0
ENST00000641202.1	OR6C2	0	0	0	0
ENST00000527353.1	PIGY	1	1	1	0
ENST00000434551.2	TAAR9	0	0	0	0
ENST00000216492.9	CHGA	0	0	0	0
ENST00000307751.8	LGALS4	0	0	0	0
ENST00000227451.3	DTX4	0	0	1	0
ENST00000379426.1	TMEM170B	0	0	0	0
ENST00000219454.9	WFDC1	0	0	0	0
ENST00000289473.8	NCF1	0	0	1	0
ENST00000379938.6	RREB1	24	14	9	6
ENST00000511885.6	POLN	0	0	0	0
ENST00000606080.1	FRK	0	0	0	0
ENST00000309983.4	TPMT	41	7	17	2
ENST00000569714.5	RNF151	0	0	0	0
ENST00000380482.8	MEDAG	0	0	0	0
ENST00000332995.11	PHACTR1	0	1	1	0
ENST00000357485.7	ARID5A	4	4	3	1
ENST00000315392.8	PLXDC1	0	0	0	0
ENST00000388747.8	PIP5KL1	0	0	0	0
ENST00000371894.4	CT83	0	0	0	0
ENST00000242462.4	NEUROG3	0	0	0	0
ENST00000543662.3	TBCE	39	22	12	5
ENST00000375419.1	C9orf129	0	1	0	0
ENST00000366988.4	NENF	16	7	4	0
ENST00000369329.7	MAP3K7	21	9	10	3
ENST00000381337.6	THUMPD1	32	23	15	4
ENST00000340434.4	PTAR1	6	0	2	1
ENST00000598245.2	MAGEA3	115	35	44	15
ENST00000537690.6	CCDC175	0	0	1	0
ENST00000219481.9	DECR2	2	3	2	0
ENST00000304677.2	RNASE6	0	0	0	0
ENST00000338859.8	SMTNL2	0	0	0	0
ENST00000374360.7	DLG3	0	1	0	1
ENST00000614565.4	CDH4	0	0	0	0
ENST00000269856.4	FEM1A	21	6	9	0
ENST00000259050.8	MARCH7	51	12	21	2
ENST00000261249.6	TRMT5	12	4	5	2
ENST00000396385.3	MPV17L	0	0	0	0
ENST00000337331.9	NPHP3	0	0	0	0
ENST00000262809.8	ELL	7	3	3	1
ENST00000296149.8	ELP6	43	13	12	1
ENST00000371174.4	DNTT	0	0	0	0
ENST00000272928.3	ACKR3	0	0	0	0
ENST00000335099.7	RTN4RL2	0	0	1	0
ENST00000355349.3	MYH7	0	0	0	0
ENST00000588072.5	MPPE1	1	1	0	0
ENST00000329687.8	MFSD10	11	5	10	2
ENST00000336095.10	RNF24	2	4	6	0
ENST00000371106.3	XPNPEP2	0	0	0	0
ENST00000335304.6	HTR3E	0	0	0	0
ENST00000391621.1	KRTAP10-2	0	0	0	0
ENST00000336702.7	C2CD2L	5	3	4	0
ENST00000245983.6	GNRH2	0	0	0	0
ENST00000382171.2	KRTAP5-1	0	0	0	0
ENST00000294312.3	FGF19	0	0	0	0
ENST00000348750.8	BIN1	0	0	1	0
ENST00000242375.7	AKR1D1	0	0	0	0
ENST00000262158.6	SMAD7	0	2	0	0
ENST00000436106.3	C19orf25	14	2	4	1
ENST00000424173.6	MEF2C	30	9	18	6
ENST00000370193.3	LBX1	0	0	0	0
ENST00000361114.9	MICU1	23	18	12	3
ENST00000335071.3	FOXE3	0	0	0	0
ENST00000589097.5	PLEKHJ1	14	4	7	3
ENST00000431011.2	LCE6A	0	0	0	0
ENST00000409885.1	ERICH2	0	0	0	0
ENST00000552014.5	SLC8B1	7	2	1	2
ENST00000368607.7	CREB3L4	5	2	3	1
ENST00000419617.6	STK3	5	3	1	0
ENST00000011653.8	CD4	0	0	0	0
ENST00000349038.8	PTBP1	294	170	160	40
ENST00000632629.1	NPHP3-ACAD11	0	0	0	0
ENST00000359594.3	OR2T3	0	0	0	0
ENST00000297130.4	MYOZ3	0	0	0	0
ENST00000452400.6	NCOA2	5	0	1	0
ENST00000380200.3	S100G	0	0	0	0
ENST00000313050.11	SEC16A	48	24	16	5
ENST00000206451.10	PSME1	19	13	8	2
ENST00000226218.8	VTN	0	0	0	0
ENST00000399682.1	KRTAP5-4	0	0	0	0
ENST00000330701.5	ZFP41	0	0	0	0
ENST00000328557.4	NRROS	12	5	4	1
ENST00000505459.5	SRP19	31	13	15	3
ENST00000407270.7	MTA3	9	7	11	1
ENST00000396533.5	COX7B2	2	1	1	0
ENST00000242249.8	RAMP3	0	0	0	0
ENST00000396292.8	TRPM3	0	0	0	0
ENST00000392783.6	BAZ2B	2	0	2	0
ENST00000258704.3	SPDYE1	0	0	0	0
ENST00000329665.4	ZSCAN22	1	1	1	1
ENST00000359678.9	HIBCH	29	10	14	3
ENST00000523953.5	CA1	8	2	2	0
ENST00000544017.5	TIMM50	61	30	36	9
ENST00000274496.9	YIPF5	24	7	12	3
ENST00000588479.5	GALK1	10	3	4	0
ENST00000226230.7	TMEM97	18	10	14	4
ENST00000268206.11	EFL1	12	4	5	3
ENST00000216225.8	RBX1	41	20	13	4
ENST00000319363.10	IL17RA	8	1	4	0
ENST00000330368.2	ACTRT3	0	0	0	0
ENST00000366690.4	RAB4A	22	5	6	0
ENST00000378482.6	TSPAN7	0	0	0	0
ENST00000338432.11	ACACB	1	0	0	1
ENST00000301242.8	PPP1R14A	12	8	4	2
ENST00000456874.3	DTHD1	0	0	0	0
ENST00000429654.6	ZNF69	1	0	0	1
ENST00000372699.7	ZNF684	7	2	1	0
ENST00000499247.2	TOB1	7	3	1	0
ENST00000477313.5	PLTP	6	3	3	1
ENST00000319374.4	ZDHHC22	0	0	0	0
ENST00000358813.4	CCL20	0	0	0	0
ENST00000308128.8	DSG4	0	0	0	0
ENST00000396058.1	ZNF197	14	2	4	0
ENST00000328850.7	FES	0	0	1	0
ENST00000297689.3	NFIL3	5	2	1	1
ENST00000258416.7	EIF4E2	20	11	6	2
ENST00000395841.6	RAE1	51	39	27	4
ENST00000221957.8	PLIN3	42	25	26	5
ENST00000368564.6	KPNA5	3	2	4	2
ENST00000380237.5	HBE1	556	339	255	113
ENST00000376480.7	NPPA	0	0	0	0
ENST00000332142.9	KCNH7	0	0	0	0
ENST00000224181.3	C8G	0	0	0	0
ENST00000369798.6	TTK	39	9	10	1
ENST00000291842.9	SHKBP1	18	6	7	3
ENST00000374741.3	OXLD1	7	1	2	0
ENST00000310109.4	LIPT2	1	0	0	0
ENST00000246957.9	TRAP1	124	75	67	15
ENST00000586534.5	RAD23A	57	17	21	5
ENST00000207157.7	TBX15	3	1	1	0
ENST00000370103.8	OLFM3	0	0	0	0
ENST00000295050.11	SPRTN	15	7	7	0
ENST00000309352.3	MRPL38	32	19	20	2
ENST00000370401.6	MAMLD1	0	0	0	0
ENST00000409789.5	CNPPD1	23	11	24	1
ENST00000391975.5	HDLBP	72	33	38	9
ENST00000276570.9	DNAJC5B	0	0	0	0
ENST00000610657.1	GOLGA6L10	0	0	0	0
ENST00000326974.8	KLHDC3	20	9	13	2
ENST00000298229.6	INPPL1	17	13	9	2
ENST00000281741.8	TXNDC16	3	0	3	2
ENST00000301480.4	ZNF560	0	0	0	0
ENST00000341048.8	ANKRD55	0	0	1	0
ENST00000274963.12	FGD2	0	0	0	0
ENST00000623024.1	AL513523.10	0	0	0	0
ENST00000367854.7	RCSD1	13	11	12	0
ENST00000555004.2	C14orf132	0	0	0	0
ENST00000389983.6	IL17REL	0	0	0	0
ENST00000279147.8	ORAOV1	2	2	1	0
ENST00000278426.7	SLC43A1	23	8	8	3
ENST00000594059.1	AC010646.1	0	0	0	0
ENST00000396596.2	SGK3	0	0	0	0
ENST00000340313.4	KCNK7	0	0	0	0
ENST00000305747.10	CERS6	10	6	4	0
ENST00000239231.6	PANK3	19	5	5	1
ENST00000347302.7	ZNF211	1	0	0	0
ENST00000282570.3	GMCL1	4	1	1	0
ENST00000225916.9	KAT2A	21	9	13	2
ENST00000333229.6	BRWD1	14	4	6	2
ENST00000612115.1	CYP2D7	0	0	0	0
ENST00000287777.4	KLHL40	0	0	0	0
ENST00000434752.3	PROB1	0	0	0	0
ENST00000262626.6	HPN	0	0	0	0
ENST00000408965.3	CEBPD	2	0	0	0
ENST00000511689.5	H2AFY	89	42	42	10
ENST00000456430.6	CAND2	6	1	3	0
ENST00000285199.11	USP43	0	0	0	0
ENST00000302632.3	P2RY12	0	0	0	0
ENST00000264731.7	TP63	0	0	0	0
ENST00000323668.11	TCOF1	81	37	42	14
ENST00000425164.7	PRR29	0	0	0	0
ENST00000533560.5	L3MBTL3	0	1	0	1
ENST00000289416.9	ACSM3	70	29	42	9
ENST00000299727.4	GALR1	1	0	5	0
ENST00000366962.7	ANGEL2	9	4	3	0
ENST00000332517.3	TRIML1	0	0	0	0
ENST00000325464.5	MED16	23	11	11	3
ENST00000339841.6	ELSPBP1	0	0	0	0
ENST00000412531.3	AGAP6	0	0	0	0
ENST00000294543.10	TMCO4	1	0	1	0
ENST00000219169.8	NUTF2	61	22	18	6
ENST00000361677.5	RUNDC1	6	5	1	1
ENST00000478722.5	GPHN	14	1	2	0
ENST00000361249.3	C8A	0	0	0	0
ENST00000367178.7	SCAF8	49	14	14	5
ENST00000305218.8	STIP1	182	139	103	29
ENST00000265351.11	XPO5	135	50	50	20
ENST00000289575.9	SLCO2B1	0	0	0	0
ENST00000435564.5	PDE1A	0	0	0	0
ENST00000344843.11	MRPL20	39	24	25	4
ENST00000310786.8	CD164	72	35	32	5
ENST00000367505.6	SHPRH	14	7	11	1
ENST00000445964.5	INPP5D	0	1	0	0
ENST00000393964.1	PTTG1	74	38	45	7
ENST00000312431.10	DST	2	2	0	1
ENST00000547315.5	C14orf79	0	1	0	0
ENST00000491148.5	CPB1	0	0	0	0
ENST00000503176.5	PDK2	0	0	0	0
ENST00000217446.7	PIGU	20	8	13	3
ENST00000245185.5	MT2A	0	1	1	0
ENST00000252102.8	NDUFA2	18	24	15	3
ENST00000341165.10	NBR1	39	12	17	3
ENST00000367511.3	FAM129A	2	3	7	0
ENST00000324262.8	CNDP2	37	31	26	2
ENST00000433642.2	BLOC1S3	2	3	1	1
ENST00000389703.7	HAGHL	10	2	2	1
ENST00000404895.6	UNC5D	0	0	0	0
ENST00000381568.9	AL022318.4	8	3	2	1
ENST00000370571.6	COL24A1	0	0	0	0
ENST00000315571.5	LDLRAD3	3	3	3	0
ENST00000357780.4	APOA4	0	0	0	0
ENST00000377086.5	KIF1B	11	5	6	0
ENST00000360221.8	PTGES3L-AARSD1	12	7	7	1
ENST00000354221.4	DUSP19	0	2	1	0
ENST00000302124.7	OR8I2	0	0	0	0
ENST00000618007.4	TPTE	0	1	0	0
ENST00000375436.8	RCC2	225	94	135	26
ENST00000432233.7	LILRA5	0	0	0	0
ENST00000222033.5	ZNRF4	0	0	0	0
ENST00000370519.3	SPANXA1	0	0	0	0
ENST00000394947.7	SIN3A	40	11	21	6
ENST00000376572.7	KIAA2013	27	12	13	4
ENST00000286621.6	ADK	50	15	20	2
ENST00000600324.5	STAP2	2	0	0	0
ENST00000381317.8_PAR_Y	ASMTL	5	4	0	0
ENST00000398540.7	FRMD4B	0	0	0	0
ENST00000305510.3	CNNM3	15	6	7	1
ENST00000335658.6	DPPA4	0	0	0	0
ENST00000336832.6	CIDEC	0	0	0	0
ENST00000245255.7	PIWIL1	0	0	0	0
ENST00000265136.11	COBL	0	0	0	0
ENST00000280700.9	NGLY1	36	19	10	9
ENST00000263207.7	ARVCF	17	5	3	2
ENST00000622744.4	ARHGAP11B	3	0	2	0
ENST00000379977.7	IL15RA	4	1	2	0
ENST00000613675.4	MRPL45	49	34	19	6
ENST00000409061.1	ANKRD61	0	0	0	0
ENST00000537425.2	ADIG	0	0	0	0
ENST00000342358.8	ATP13A5	0	0	0	0
ENST00000310528.8	SUGT1	57	27	18	3
ENST00000220763.9	CPQ	7	3	2	1
ENST00000405375.5	CDKN1A	4	1	1	0
ENST00000318289.14	TSTD1	0	0	0	0
ENST00000409746.5	PSTPIP2	11	4	7	2
ENST00000341074.9	SERPINB4	0	0	0	0
ENST00000270502.6	TIMM29	15	7	8	1
ENST00000283351.8	TRAPPC8	22	13	8	1
ENST00000420770.6	PAX7	0	0	0	0
ENST00000259241.6	HS6ST1	0	0	0	0
ENST00000344586.8	NKX2-3	0	0	0	0
ENST00000240615.2	TAS2R8	0	0	0	0
ENST00000262713.6	AJUBA	0	0	0	0
ENST00000252711.6	NDUFA10	33	19	20	9
ENST00000603798.5	SMAGP	3	4	1	1
ENST00000269349.7	EIF4A3	152	58	63	18
ENST00000396161.9	ZNF134	1	2	1	1
ENST00000265565.9	SCAP	24	16	12	3
ENST00000332118.10	SRPRA	66	21	32	5
ENST00000366783.7	PSEN2	5	4	3	3
ENST00000405315.8	NUCB1	75	35	37	12
ENST00000351218.6	ZFP30	2	1	2	0
ENST00000642005.1	OR2T1	0	0	0	0
ENST00000417775.5	CRYZ	34	15	9	5
ENST00000225296.7	DHX33	19	3	4	2
ENST00000382564.6	DNAJC19	13	4	6	0
ENST00000450168.2	LDHD	0	0	0	0
ENST00000368309.3	UBQLN4	26	10	13	2
ENST00000415669.3	SAPCD1	0	0	0	0
ENST00000409874.8	TDRD9	0	0	0	0
ENST00000334598.11	INO80C	8	4	5	2
ENST00000314531.4	ZNF77	3	2	3	1
ENST00000325106.8	TTC29	0	0	0	0
ENST00000377976.2	GRXCR2	0	0	0	0
ENST00000621561.4	TMEM191C	1	1	1	0
ENST00000473520.1	SSU72P8	0	0	0	0
ENST00000394422.7	UTP14A	56	27	21	8
ENST00000368747.1	LELP1	0	0	0	0
ENST00000304418.5	OR5AU1	0	0	0	0
ENST00000256103.2	PMP2	0	0	0	0
ENST00000309241.9	PPARGC1B	11	9	4	1
ENST00000393825.5	NDUFA4L2	0	0	0	0
ENST00000371610.6	PARD6B	4	5	2	0
ENST00000374222.5	UBXN11	4	0	3	0
ENST00000235329.9	MFN2	80	27	33	8
ENST00000263102.6	CCDC6	22	17	6	2
ENST00000553849.1	RNASE11	0	0	0	0
ENST00000533475.5	CRYAB	0	0	0	0
ENST00000579849.5	TMEM98	11	9	9	2
ENST00000296785.7	ANKRA2	3	0	0	0
ENST00000407471.7	GUCD1	1	2	2	0
ENST00000366618.7	SLC35F3	0	0	0	0
ENST00000423981.1	AMER3	0	0	0	0
ENST00000246662.8	KRT9	0	0	0	0
ENST00000402119.8	CYP4F11	0	0	0	0
ENST00000439351.5	DNAJB11	30	10	23	8
ENST00000373943.8	STX12	21	6	9	0
ENST00000543919.1	LTB4R2	0	0	0	0
ENST00000334635.9	DCUN1D4	5	5	2	2
